Abnormality of body height	HP:0000002
Convex glabella	None
Craniofacial osteosclerosis	None
Cranial sclerosis	None
Seborrhoeic blepharitis	None
Failure of tooth eruption due to mucopolysaccharidoses	None
Unerupted teeth due to mucopolysaccharidoses	None
Unerupted dentition due to mucopolysaccharidoses	None
Impacted teeth due to mucopolysaccharidoses	None
Buried teeth encased in mucopolysaccharide	None
Failure of dental eruption due to mucopolysaccharidoses	None
Abnormality of molar	None
Whistling facial appearance	None
Whistling appearance	None
Involutional entropion	None
Congenital extraocular muscle anomaly	None
Tessier number 7 facial cleft	None
Tessier facial cleft number 7	None
Tessier cleft number 7	None
Platystencephaly	None
Tessier facial cleft number 6	None
Tessier number 6 facial cleft	None
Abnormal lingual artery morphology	None
Abnormality of lingual artery	None
Poorly calcified tooth enamel	None
Hypocalcification of dental enamel	None
Decreased enamel calcification	None
Decreased width of palpebral fissure	None
Blepharophimosis	None
Narrow opening between the eyelids	None
Limited neck range of motion	None
Limited cervical range of motion	None
Recurrent mandibular subluxations	None
Broad secondary alveolar ridge	None
Secondary alveolar ridges	None
Abnormal number of adult teeth	None
Abnormal number of secondary dentition	None
Abnormal permanent tooth count	None
Abnormal complement of permanent teeth	None
Abnormal number of permanent teeth	None
Recurrent bacterial upper respiratory tract infections	None
Recurrent bacterial URI	None
Flattening of gum ridges	None
Flattening of alveolar processes of jaw	None
Atrophy of alveolar margins	None
Resorption of alveolar processes of jaw	None
Atrophy of alveolar ridges	None
Atrophy of alveolar processes of jaw	None
Alveolar bone loss	None
Flattening of alveolar margin	None
Resorption of alveolar margins	None
Flattening of alveolar ridges	None
Shrinking of gum ridges	None
Resorption of alveolar ridges	None
Shrinking of alveolar ridges	None
Short upper eyelashes	None
Decreased length of upper eyelashes	None
Paramedian cleft palate	None
Non-midline cleft palate	None
Small bone of forehead	None
Hypoplastic frontal bones	None
Decreased size of bone of forehead	None
Hypotrophic frontal bone	None
Underdevelopment of bone of forehead	None
Hypotrophic frontal bones	None
Thin bone of forehead	None
Hypoplasia of the frontal bone	None
Left unilambdoid synostosis	None
Early closure of midline skull joint	None
Sagittal craniosynostosis	None
Craniosynostosis, sagittal	None
Midline skull joint closes early	None
Sagittal suture synostosis	None
Craniosynostosis, sagittal suture	None
Ameloblastoma	None
Abnormality of the forehead sinus	None
Abnormality of sinus frontalis	None
Abnormality of frontal sinus	None
Disturbance of facial expression	None
Anomaly of the parotid gland	None
Abnormal parotid gland morphology	None
Abnormality of parotid gland	None
Erosion of oral mucosa	None
Mastoid agenesis	None
Absent mastoids	None
Absent mastoid	None
Failure of development of mastoid	None
Mandibular osteolysis	None
Hypoplastic tongue	None
Rudimentary tongue	None
Hypoplasia of the tongue	None
Underdevelopment of the tongue	None
Hypoglossia	None
Abnormally small tongue	None
Microglossia	None
Decreased size of tongue	None
Lingual hypoplasia	None
Small tongue	None
Late-closing fontanelle	None
Open sutures	None
Late closing fontanelles	None
Delayed closure of fontanelles	None
Broad late closing cranial sutures	None
Delayed fontanelle closure	None
Delayed closure of the fontanelles	None
Delayed closure of fontanel	None
Late closure of fontanelle	None
Delayed closure of fontanels	None
Delayed fontanel closure	None
Delayed cranial suture closure	None
Cleft of chin	None
Midline defect of chin	None
Fractured facial bone	None
bone facial bone	None
Pugilistic facies	None
Pugilistic facial appearance	None
Boxer-like facial appearance	None
Tortuosity of main retinal vessels	None
Central retinal vessel vascular tortuosity	None
Absence of lateral incisor	None
Agenesis of lateral incisor	None
Missing lateral incisor	None
Failure of development of lateral incisor	None
Gingival fibroma	None
Gingival fibrous nodules	None
Hereditary gingival fibromatosis	None
Idiopathic gingival hyperplasia	None
Gingival fibromatosis	None
Copper beaten skull	None
Pursed lips	None
Tightly closed lips	None
Philtrum with central raphe	None
Philtrum, midline raphe	None
Philtrum with midline ridge	None
Philtrum with midline raphe	None
Abnormal parietal bone morphology	None
Abnormality of the parietal bone	None
Abnormality of the parietal bone of skull	None
Duplication of the upper lip	None
Double upper lip	None
Abnormal lacrimal artery morphology	None
Abnormality of lacrimal artery	None
Abnormality of primary molar morphology	None
Abnormality of shape of primary molar	None
Abnormality of shape of baby molar	None
Abnormality of deciduous molar morphology	None
Absent tear duct	None
Lacrimal duct aplasia	None
Lipoma of the tongue	None
Tongue lipoma	None
Skull bossing	None
Frontal bossing	None
Frontal protruberance	None
Upper respiratory tract infections	None
Recurrent upper respiratory infection	None
Recurrent URI	None
Frequent upper respiratory infections	None
Upper respiratory tract infections, recurrent	None
Recurrent colds	None
Recurrent upper respiratory and lower respiratory infections	None
Recurrent upper respiratory infections	None
Recurrent upper respiratory tract infections	None
Frequent upper respiratory tract infections	None
Redundant skin over the neck	None
Redundant neck skin	None
Redundant nuchal skin	None
Excessive nuchal skin	None
Excess skin over the neck	None
Redundant skin folds of neck	None
Excess neck skin	None
Abnormality of the alveolar ridges	None
Abnormality of gum ridge	None
Abnormality of dentoalveolar ridges	None
Abnormality of alveolar processes of jaw	None
Defect in alveolar ridge	None
Abnormality of alveolar margin	None
Underdevelopment of teeth	None
Hypoplasia of teeth	None
Hypoplastic teeth	None
Decreased size of teeth	None
Elongated uvula	None
Long palatine uvula	None
Hyperplasia of uvula	None
Long uvula	None
Flattening of the zygomatic bone	None
Underdevelopment of zygomatic bone	None
Hypoplasia of the zygomatic bone	None
Hypoplasia of cheekbone	None
Hypotrophy of the cheekbone	None
Small cheekbone	None
Cheekbone underdevelopment	None
Hypotrophic zygomatic bone	None
Hypotrophy of the zygomatic bone	None
Underdevelopment of cheekbone	None
Decreased size of zygomatic bone	None
Depressed cheekbone	None
Depressed zygomatic bone	None
Small malar bone	None
Small zygomatic bone	None
Decreased size of cheekbone	None
Hypotrophic cheekbone	None
Bifid palatine uvula	None
Forked uvula	None
Split uvula	None
Cleft of uvula	None
Cleft uvula	None
Uvula bifida	None
Bifid uvula	None
Advanced dental eruption	None
Eruption, advanced	None
Premature eruption of teeth	None
Premature tooth eruption	None
Advanced eruption of teeth	None
Advanced tooth eruption	None
Early eruption of teeth	None
Premature dental eruption	None
Early dental eruption	None
Everted upper lip vermilion	None
Drooping upper lip	None
Everted upper lip	None
Everted prominent upper lip	None
Eclabium of upper lip	None
Outward turned upper lip	None
Protruding upper lip	None
Dental crowding	None
Overcrowding of teeth	None
Tooth mass arch size discrepancy	None
Inadequate arch length for tooth size	None
Tooth size discrepancy	None
Dental overcrowding	None
Crowded teeth	None
Accessory nares	None
Supernumerary nares	None
Supernumerary naris	None
Supernumerary nostrils	None
Accessory nostril	None
Extra nostril	None
Zygomatic flattening	None
Flat cheekbone	None
Malar flattening	None
Hypotrophic malar bone	None
Underdevelopment of malar bone	None
Malar hypoplasia	None
Depressed malar region	None
Decreased size of malar bone	None
Intra-oral hyperpigmentation	None
Gingival melanin pigmentation	None
Oral racial pigmentation	None
Gingival hyperpigmentation	None
Pigmented gums	None
Dark colour of gums	None
Oral mucosa melanin pigmentation	None
Dark color of gums	None
Hyperpigmentation of oral mucosa	None
Lingual retraction	None
Glossoptosis	None
Retraction of the tongue	None
Posterior displacement of the tongue	None
Increased vertical height of eyebrow	None
Broad eyebrows	None
Flared eyebrows	None
Increased vertical width of eyebrow	None
Increased vertical thickness of eyebrow	None
Flared eyebrow	None
Broad eyebrow	None
Palpebral fissure narrowing on adduction	None
Anteverted nose	None
Nostrils anteverted	None
Upturned nostrils	None
Nasal tip, upturned	None
Upturned nasal tip	None
Upturned nasal tips	None
Upturned nose	None
Anteverted nostrils	None
Anteverted nares	None
Upturned nares	None
Long eyelashes in irregular rows	None
Fullness of upper eyelid	None
Cellulitis of upper eyelid	None
Upper eyelid oedema	None
Swelling of upper eyelid	None
Upper eyelid edema	None
Puffiness of upper eyelid	None
Branchial cyst	None
Branchial cleft cyst	None
Branchial cysts	None
Focal aware sensory seizure with olfactory features	None
Cleft secondary palate	None
Uranostaphyloschisis	None
Cleft hard and soft palate	None
Cleft roof of mouth	None
Palatoschisis	None
Cleft of palate	None
Cleft of hard and soft palate	None
Cleft palate	None
Decreased size of nasopharyngeal adenoids	None
Decreased size of alveolar process of jaw	None
Deficiency of alveolar process of jaw	None
Small alveolar ridge	None
Hypoplastic alveolar bone	None
Alveolar process hypoplasia	None
Hypotrophic alveolar ridge	None
Hypotrophic alveolar process of jaw	None
Deficiency of alveolar ridge	None
Underdevelopment of alveolar process of jaw	None
Underdevelopment of alveolar ridge	None
Decreased size of alveolar ridge	None
Hypoplasia of alveolar ridge	None
Small alveolar process of jaw	None
Absence of the parotid gland	None
Abnormally small parotid gland	None
Aplasia of the parotid gland	None
Underdevelopment of parotid gland	None
Hypoplasia of parotid gland	None
Blisters	None
Skin bullae	None
Blister	None
Blistering, generalised	None
Abnormal blistering of the skin	None
Blistering, generalized	None
Skin blisters	None
Unusual dermatoglyphics	None
Redundant skin	None
Redundant skin folds	None
Loose redundant skin	None
Sagging, redundant skin	None
Axillary apocrine gland hypoplasia	None
Leukonychia	None
White discoloration of nails	None
Disseminated molluscum contagiosum	None
Follicular infundibulum tumour	None
Basal cell hamartoma with follicular differentiation	None
Follicular infundibulum tumor	None
Absent facial hair	None
Diffusely thickened skin	None
Thick skin	None
Thickened skin	None
Pachydermia	None
Squamous cell cancer	None
Squamous cell carcinoma	None
Abnormal palmar dermal ridges	None
Alopecia	None
Hair loss	None
Congenital symmetrical palmoplantar keratosis	None
Squamous Papilloma	None
Skin vesicle	None
Urate tophus	None
Urate tophi	None
Horizontal eyebrow	None
Flat eyebrow	None
Lack of eyebrow curvature	None
Straight eyebrows	None
Straight eyebrow	None
Lack of eyebrow arch	None
Aplasia cutis congenita on trunk or limbs	None
Prematurely aged appearance	None
Precociously senile appearance	None
Physical urticaria	None
Angiokeratoma	None
Angiokeratomas	None
Nevus flammeus of the forehead	None
Port-wine stain on forehead	None
Hypergranulosis	None
Absent skin pigmentation	None
Lack of skin coloration	None
Thickening of upper layer of skin	None
Epidermal acanthosis	None
Acanthosis	None
Acanthotic epidermis	None
Platonychia	None
Multiple cutaneous malignancies	None
High hairline at back of head	None
High posterior hairline	None
Impaired stimulus-induced skin wrinkling	None
Bull's eye rash	None
Poliosis	None
White patch	None
Patch of white hair	None
Patchy hyperpigmentation	None
Spotty increased pigmentation	None
Spotty hyperpigmentation	None
Cyanotic face	None
Facial cyanosis	None
Bluish face	None
Flexural lichenification	None
Recurrent loss of toenails and fingernails	None
Recurrent shedding of toenails and fingernails	None
Boil	None
Furuncle	None
Cutaneous infections	None
Skin infections, recurrent	None
Recurrent skin infections	None
COVID toe	None
Chilblain-like toes	None
Chilblain-like toe lesions	None
Pseudo-chilblains on toes	None
Necrolytic migratory erythema	None
Persistent blue colour of hands or feet	None
Acrocyanosis	None
Persistent blue color of hands or feet	None
Penetrating foot ulcers	None
Giant pigmented mole	None
Giant pigmented hairy nevus	None
Congenital giant melanocytic nevus	None
Giant pigmented nevus	None
Palate telangiectases	None
Palate teleangiectases	None
Telangiectasia of the roof of the mouth	None
Palatal spider veins	None
Palate telangiectasia	None
Palatal angioectasia	None
Palatal telangiectasia	None
Spider veins of the roof of the mouth	None
Vibratory urticaria	None
Pale eyelashes	None
White eyelashes	None
Blonde eyelashes	None
Depigmented eyelashes	None
Grey eyelashes	None
Eczema	None
Palmoplantar hypohidrosis	None
Discrete 2 to 5-mm hyper- and hypopigmented macules	None
Brittle scalp hair	None
Hypotrichosis of lower eyelashes	None
Scanty lower eyelashes	None
Partial absence of lower eyelashes	None
Sparse lower eyelashes	None
Thin lower eyelashes	None
Eczema around the mouth	None
Perioral eczema	None
Patchy hypopigmentation of hair	None
Prominent scalp veins	None
Thin eyebrow	None
Thin eyebrows	None
Gustatory sweating	None
Butterfly facial telangiectasia	None
Facial telangiectasia in butterfly midface distribution	None
Recurrent vulvovaginal candidiasis	None
Comedo	None
Axillary pterygia	None
Axillary pterygium	None
Preauricular pit	None
Preauricular fistulas	None
Preauricular sinus	None
Preauricular pits	None
Ear pit	None
Preauricular earpits	None
Pit in front of the ear	None
Thin fingernail	None
Longitudinal splitting of nail	None
Split nail	None
Flat, discoloured area of skin	None
Macule	None
Flat, discolored area of skin	None
Premature graying of hair	None
Premature greying of the hair	None
Premature greying	None
Early graying	None
Premature hair graying	None
Premature graying	None
Premature hair greying	None
Early greying	None
Premature greying of hair	None
Premature graying of the hair	None
Broad fingernails	None
Wide fingernails	None
Broad nail	None
Increased wrinkles of palms and soles	None
Wrinkled skin of hands and feet	None
Palmoplantar cutis laxa	None
Furrowed palms and soles	None
Wrinkled palms and soles	None
Excessive wrinkled skin of palms and soles	None
Prominent eyelashes	None
Thick eyelashes	None
Trichorrhexis nodosa	None
Plexiform neurofibroma	None
Abnormality of the skin	None
Skin abnormality	None
Dermatopathy	None
Dermopathy	None
Progressive hypotrichosis	None
Abnormal toenail development	None
Toenail dysplasia	None
Dysplastic toenails	None
Congenital cervical hypertrichosis	None
Anterior cervical hypertrichosis	None
Hypertrichosis, congenital anterior cervical	None
Pale pigmentation	None
Generalised hypopigmentation	None
Generalized hypopigmentation	None
Fair skin	None
Chronic idiopathic urticaria	None
CIU	None
CSU	None
Chronic spontaneous urticaria	None
Upper lip pit	None
Onychogryposis of toenails	None
Overgrowth and curving of toenails	None
Ridged nail	None
Longitudinal ridging	None
Grooved nails	None
Nail ridging	None
Ridged nails	None
Early cutaneous photosensitivity	None
Sun sensitivity occurring early in life	None
Dermoid cyst	None
Anemic pallor	None
Anaemic pallor	None
Nailfold capillary tortuosity	None
Cutis gyrata of palms and soles	None
Palmoplantar cutis gyrata	None
Dermatoglyphic ridges abnormal	None
Aplasia/Hypoplasia of the nails	None
Absent/underdeveloped nails	None
Absent/hypoplastic nails	None
Absent/small nails	None
Nail aplasia/hypoplasia	None
Cutaneous sclerotic plaque	None
Mixed hypo- and hyperpigmentation of the skin	None
Chronic monilial nail infection	None
Absence of part of skin at birth	None
Congenital absence of skin	None
Congenital scars	None
Cutis aplasia	None
Aplasia cutis congenita	None
Piezogenic pedal papules	None
Focal dermal aplasia/hypoplasia	None
Periarticular subcutaneous nodules	None
Confetti hypopigmentation pattern of lower leg skin	None
Aplasia of the fingernail	None
Absent fingernail	None
Anonychia of fingernails	None
Abnormality of the palmar creases	None
Abnormality of the palm lines	None
Hypopigmentation of hair	None
Loss of hair color	None
Hair hypopigmentation	None
Loss of hair colour	None
Absent axillary hair	None
Erysipelas	None
St. Anthony's Fire	None
Double eyebrow	None
Duplication of eyebrow	None
Sparse medial eyebrow	None
Medial thinning of eyebrow	None
Erythroderma	None
Red scaly skin caused by inflammatory skin disease	None
Generalized erythrodermia	None
Exfoliative dermititis	None
Generalised erythrodermia	None
Generalised erythroderma	None
Generalized erythroderma	None
Frontotemporal hypertrichosis	None
Palmar pits	None
Hyperpigmented/hypopigmented macules	None
Absent pigmentation of the abdomen	None
Triple row of eyelashes	None
Three rows of eyelashes	None
Detachment of toenails	None
Toenail onycholysis	None
Onycholysis of toenails	None
Multiple trichilemmomata	None
Multiple trichilemmomas	None
Annular cutaneous lesion	None
Detachment of outermost fingernails	None
Onycholysis of distal fingernails	None
Facial telangiectatic vessels	None
Telangiectasia, facial	None
Facial telangiectasia	None
Pretibial myxedema	None
Graves dermopathy	None
Limited hair on end of eyebrow	None
Laterally sparse eyebrow	None
Sparse lateral eyebrow	None
Sparse lateral eyebrows	None
Lateral thinning of eyebrows	None
Lateral hypoplasia of eyebrows	None
Laterally sparse eyebrows	None
Premature greying of body hair	None
Premature graying of body hair	None
Absent dermoepidermal hemidesmosomes	None
Pili canaliculi	None
Abnormal perifollicular morphology	None
Xanthoma striatum palmare	None
Xanthoma palmare striatum	None
Xanthomas of the palmar creases	None
Hypoplastic dermoepidermal hemidesmosomes	None
Poor fingernail formation	None
Dystrophic fingernails	None
Abnormality of the hairline	None
Flegel disease	None
Hyperkeratosis lenticularis perstans	None
Unusual hairline with hair growth on temples extending to lateral eyebrow	None
Extension of hair growth on temples to lateral eyebrow	None
Short lower eyelashes	None
Decreased length of lower eyelashes	None
Fracture blister	None
Buffalo hump	None
Dorsocervical fat pad	None
Failure of development of eyelashes	None
Absent eyelashes	None
Atrichia of eyelashes	None
Agenesis of eyelashes	None
Aplasia of eyelashes	None
Abnormality of hair colour	None
Abnormality of hair pigmentation	None
Abnormality of hair color	None
Fragile skin	None
Skin fragility	None
Armpit cyst	None
Axillary epidermoid cyst	None
Intermittent jaundice	None
Intermittent icterus	None
Intermittent yellowing of skin	None
Intermittent yellow skin	None
Inguinal freckling	None
Freckles in groin region	None
Cauliflower deformity of dermal collagen fibrils	None
Growth of abnormal tissue on or under the skin	None
Skin nodule	None
Increased groin pigmentation with raindrop depigmentation	None
Excessive wrinkled skin	None
Longitudinal groove on soles	None
Foot crease	None
Deep longitudinal plantar crease	None
Polymorphic vesicular eruption	None
Generalized keratosis follicularis	None
Generalised keratosis follicularis	None
Spoon-shaped nails	None
Concave nail	None
Koilonychia	None
Skin necrosis	None
Cutaneous necrosis	None
Pterygia	None
Pterygium	None
Bifid nail	None
duplicated nail	None
Notched nail	None
Plantar warts	None
Abnormal sebaceous gland morphology	None
Cold-induced sweating	None
Hyperelastic face skin	None
Stretchable face skin	None
Hyperextensible skin of face	None
Blistering with sub-lamina densa plane of cleavage	None
Sub-lamina densa cleavage	None
Central cyanosis	None
Unusual skin infection	None
sparse to absent pubic hair	None
Sparse pubic hair	None
Decreased sexual hair	None
Spinous keratoses of palms and soles	None
Genital blistering	None
Pyoderma gangrenosum	None
Erythema nodosum	None
Keratosis nigricans	None
Darkened and thickened skin	None
Acanthosis nigricans	None
Hyperextensible skin of chest	None
Hyperelastic chest skin	None
Stretchable chest skin	None
Dermatoglyphic variants	None
Abnormality of secondary sexual hair	None
Intercrural pterygium	None
Progressive vitiligo	None
Ectopic cilia of eyelid	None
Freckling	None
Medial broadening of eyebrows	None
Broad medial eyebrow	None
Decreased sweat pores	None
Decreased sweat glands	None
Decreased number of sweat glands	None
Papulo-vesicular eruption	None
Papulovesicular eruption	None
Spider veins of the oral mucosa	None
Angioectasia of the oral mucosa	None
Telangiectasia of the oral mucous membrane	None
Telangiectasia of the oral mucosa	None
Angioectasia of the oral mucous membrane	None
Ingrown nail	None
Fast-growing nails	None
Alopecia areata	None
Patchy alopecia	None
Patchy baldness	None
Spider veins of mucosa of nose	None
Telangiectasia of mucous membrane of nose	None
Angioectasia of mucosa of nose	None
Angioectasia of nasal mucous membrane	None
Spider veins of mucous membrane of nose	None
Telangiectasia of nasal mucous membrane	None
Spider veins of nasal mucous membrane	None
Telangiectasia of mucosa of nose	None
Angioectasia of mucous membrane of nose	None
Nasal mucosa telangiectasia	None
Nasal mucous membrane telangiectasia	None
Hypopigmentation	None
Hypopigmented skin	None
Patchy lightened skin	None
Skin hypopigmentation	None
Hypopigmentation of the skin	None
Thin skin	None
Abnormality of the scalp hair	None
Numerous nevi	None
Numerous moles	None
Multiple pigmented nevi	None
Livedo reticularis	None
Prominent interdigital folds	None
Serpiginous cutaneous lesion	None
Serpiginous eruption	None
Indurated nodule	None
Positive pathergy test	None
Confetti-like hypopigmented macules	None
Linear hyperpigmentation	None
Pneumomediastinum	None
Mediastinal widening	None
Widened mediastinum	None
Narrow mediastinum	None
Abnormal mediastinum morphology	None
Abnormality of the mediastinum	None
Abnormality of the thoracic cavity	None
Fractured interphalangeal joint	None
bone interphalangeal joint	None
Fusion of foot joint	None
Talocalcaneal synostosis	None
Fusion of the subtalar joint	None
Protruding coccyx	None
Protruding tailbone	None
Mixed sclerosis of humeral metaphyses	None
Abnormal wrist bones	None
Abnormality of the carpal bones	None
Abnormal carpal morphology	None
Anomalous carpal bones	None
Carpal bone anomalies	None
Abnormal carpal bones	None
Osteopathia striata	None
Curved innermost bone of middle finger	None
Curved proximal phalanx of the 3rd finger	None
Stippled ossification of the humeral epiphyses	None
Epiphyseal stippling of the humerus	None
Streaky metaphyseal sclerosis	None
Streak increase in bone density in wide portion of wide bone	None
Stippled calcification of hand bones	None
Decreased osteoclast count	None
Myotonia of the face	None
Underdevelopment of upper jaw bones	None
Aplasia/Hypoplasia of the maxilla	None
Underdevelopment of maxilla	None
Increased bone density in the middle bone of the middle finger	None
Sclerosis of the middle phalanx of the 3rd finger	None
Advanced pneumatization of cranial sinuses	None
Abnormality of end part of the innermost bone of pinkie finger	None
Abnormality of end part of the innermost bone of pinky finger	None
Abnormality of end part of the innermost bone of little finger	None
Abnormality of the epiphysis of the proximal phalanx of the 5th finger	None
Uncontrollable movement in upper arms	None
Upper limb spasticity	None
Distal upper limb amyotrophy	None
Distal upper limb muscle atrophy	None
Broad ulna	None
Wide ulna	None
Pear-shaped vertebrae	None
Pear-shaped vertebral bodies	None
Bony ankylosis	None
Synostosis of joints	None
Fusion of joints	None
Abnormality of the epiphyses of the 3rd toe	None
Abnormality of the end part of the 3rd toe bone	None
Muscle fiber tubuloreticular inclusions	None
Muscle fiber tubuloreticular aggregates	None
Muscle fibre tubuloreticular aggregates	None
Muscle fibre tubuloreticular inclusions	None
Cone-shaped distal radial epiphysis	None
Chevron-shaped distal radial epiphysis	None
Craniostenosis	None
Early fusion of cranial sutures	None
Cranial suture synostosis	None
Craniosyostosis	None
Premature suture closure	None
Premature fontanel closure	None
Craniosynostosis	None
Deformity of the skull	None
Premature closure of cranial sutures	None
Osteolytic defects of the phalanges of the 2nd toe	None
Type D brachydactyly	None
Brachydactyly type D	None
Basilar invagination	None
Shoe-shaped sella turcica	None
Irregular epiphysis of the distal phalanx of the 3rd toe	None
Irregular end part of the outermost bone of the 3rd toe	None
Duplication of the outermost bone of the 3rd toe	None
Partial/complete duplication of the distal phalanx of the 3rd toe	None
Duplication of the distal phalanx of the 3rd toe	None
Duplication of the distal phalanx of the third toe	None
Long 2nd long bone of hand	None
Long second metacarpal	None
Triangular end part of the outermost long bone of the middle finger	None
Triangular epiphysis of the distal phalanx of the 3rd finger	None
Delta-shaped epiphysis of the distal phalanx of the 3rd finger	None
Elbow contracture	None
Stippling of the epiphyses of the fingers	None
Speckled calcifications in end part of finger bones	None
Epiphyseal stippling of finger phalanges	None
Stippling of the epiphyses of the phalanges of the hand	None
Modic type 2 vertebral endplate changes	None
Modic type II vertebral endplate changes	None
Absent cervical vertebra	None
bone proximal phalanx of digit 4	None
Fractured proximal phalanx of digit 4	None
bone head of femur	None
Fractured head of femur	None
bone epiphysis of third metacarpal bone	None
Fractured epiphysis of third metacarpal bone	None
Notched long bone in upper arm	None
Bifid humerus	None
Bullet-shaped outermost bone of the toe	None
Bullet-shaped distal toe phalanx	None
Bullet-shaped distal phalanges of the toes	None
Paresis of extensor muscles of the big toe	None
Diet-resistant subcutaneous adipose tissue	None
Elbow ankylosis	None
Abnormality of the shinbone	None
Abnormality of the shankbone	None
Abnormality of tibia morphology	None
Hypoplastic/small distal phalanx of the 3rd toe	None
Short distal phalanx of the 3rd toe	None
Short outermost bone of the 3rd toe	None
Short distal phalanx of the third toe	None
Patchy sclerosis of the proximal phalanx of the 4th finger	None
Uneven increase in bone density in the innermost bone of the ring finger	None
Fused innermost hand bones	None
Symphalangism affecting the proximal phalanges of the hand	None
Cold-sensitive myotonia	None
Flexion contracture of digit	None
Spasmodic torticollis	None
Cervical dystonia	None
Loxia	None
Wry neck	None
Torticollis	None
Glycogen accumulation in muscle fiber lysosomes	None
Glycogen accumulation in muscle fibre lysosomes	None
Absent end part of thumb outermost long bone	None
Absent epiphysis of the distal phalanx of the thumb	None
Shortening of all proximal phalanges of the fingers	None
Shortening of all innermost bones of the fingers	None
Partial fusion of tarsals	None
Aortic arch calcification	None
Squared-off platyspondyly	None
Progressive calcification of costochondral cartilage	None
Rimmed vacuoles on biopsy	None
Rimmed vacuoles	None
Delayed maturation of the scaphoid	None
Delayed ossification of the scaphoid	None
Increased muscle glycogen content	None
Curved proximal phalanges of the toes	None
Curved innermost toe bones	None
Curved proximal toe phalanx	None
Abnormal 5th metacarpal morphology	None
Abnormality of the 5th long bone of hand	None
Abnormality of the 5th metacarpal	None
Abnormal morphology of bones of the upper limbs	None
Abnormal upper limb bone morphology	None
Abnormality of upper limb bone	None
Abnormal shape of bones of the upper limbs	None
Sclerotic foci of the humerus	None
Humeral sclerotic foci	None
Abnormal morphology of phalanx of the 2nd toe	None
Abnormality of the 2nd toe bone	None
Aplasia of the thumb	None
Absent thumb	None
Absent thumbs	None
Thumb aplasia	None
Hypotonia, neonatal, generalized	None
Generalised low muscle tone in neonate	None
Generalized low muscle tone in neonate	None
Hypotonia, neonatal, generalised	None
Generalised neonatal hypotonia	None
Generalized neonatal hypotonia	None
Connective tissue nevi	None
First metatarsal hypoplasia	None
First metatarsals hypoplastic	None
Short 1st long bone of foot	None
Short first metatarsal	None
Absent/small fingers	None
Aplasia/Hypoplasia of fingers	None
Absent/underdeveloped fingers	None
Triangular end part of the innermost bone of little finger	None
Delta-shaped epiphysis of the proximal phalanx of the 5th finger	None
Triangular end part of the innermost bone of pinky finger	None
Triangular end part of the innermost bone of pinkie finger	None
Triangular epiphysis of the proximal phalanx of the 5th finger	None
Abnormality of the thorax	None
Abnormality of the chest	None
Structural abnormality of the chest wall	None
Abnormal thorax morphology	None
Mandibular osteomyelitis	None
Osteomyelitis, especially of the mandible	None
Lower jaw bone infection	None
Abnormality of the metopic suture	None
Incorrect alignment of wrist bone	None
Malaligned carpal bone	None
Dysharmonic delayed bone age	None
Amyotrophy involving the upper limbs	None
Upper limb amyotrophy	None
Muscle fibre necrosis	None
Muscle fiber necrosis	None
Aplasia/Hypoplasia of the middle phalanx of the 5th finger	None
Absent/underdeveloped middle bone of pinkie finger	None
Absent/hypoplastic middle phalanx of 5th finger	None
Absent/underdeveloped middle bone of little finger	None
Absent/small middle bone of pinky finger	None
Absent/underdeveloped middle bone of pinky finger	None
Spasticity of pharyngeal muscles	None
Increased carrying angle	None
Retrocollis	None
Stippling of the epiphysis of the middle phalanx of the 3rd finger	None
Speckled calcifications in end part of the middle bone of the middle finger	None
Abnormal humeral head morphology	None
Abnormal head of long bone in upper arm	None
Abnormality of the humeral heads	None
Cone-shaped epiphyses of the hallux	None
Cone-shaped end part of the big toe bone	None
Cortically dense long tubular bones	None
Partial duplication of the middle phalanx of the 3rd toe	None
Partial duplication of the middle phalanx of the third toe	None
Partial duplication of the middle bone of 3rd toe	None
Small epiphysis of the proximal phalanx of the 3rd toe	None
Small end part of the innermost bone of the 3rd toe	None
Cone-shaped end part of the outermost bone of the 2nd toe	None
Cone-shaped epiphysis of the distal phalanx of the 2nd toe	None
Osteolytic defects of the distal phalanges of the toes	None
Displaced little finger	None
Deviation of the 5th finger	None
Laterally displaced fifth finger	None
Displaced pinkie finger	None
Displaced pinky finger	None
Short middle finger	None
Hypoplastic/small 3rd finger	None
Short 3rd finger	None
Pseudarthrosis of the forearm bones	None
Myotonia with warm-up phenomenon	None
Abnormality of the phalanges of the hand	None
Abnormality of the finger bones	None
Abnormal finger phalanx morphology	None
Abnormality of phalanx of finger	None
Abnormality of the phalanges	None
Abnormal form of phalanges of the hand	None
Duplication of metatarsal bones	None
Duplication of long bones of foot	None
Stippling of the epiphyses of the hallux	None
Speckled calcifications in the end part of the big toe bone	None
Abnormality of the humeral epiphysis	None
Abnormality of the humeral epiphyses	None
Abnormality of end part of the long bone of the upper arm	None
Weak grip	None
Abnormality of the bone of the forehead	None
Deformity of the frontal bone	None
Abnormality of the frontal bone	None
Abnormal frontal bone morphology	None
Anomaly of the frontal bone	None
Abnormal morphology of frontal bone	None
Malformation of the frontal bone	None
Small end part of the innermost hand bones	None
Small epiphyses of the proximal phalanges of the hand	None
Sclerosis of the distal phalanx of the 3rd finger	None
Increased bone density in the outermost bone of the middle finger	None
Broadening of the distal radius	None
Flared radial metaphysis	None
Anisospondyly	None
Abnormal Sharpey fiber morphology	None
