Abnormality of taste sensation	HP:0000223
Squint	None
Strabismus	None
Cross-eyed	None
Squint eyes	None
Hyperautofluorescent macular lesion	None
Ectopic fovea	None
Ectopic macula	None
Branch retinal artery occlusion	None
Yellowish cloudy center of lens	None
Nuclear cataract	None
Yellowish cloudy centre of lens	None
Congenital aphakia	None
Lens agenesis	None
Difficulty adjusting to changes in luminance	None
Near exotropia	None
Moderate myopia	None
Abnormal anterior segment morphology	None
Abnormal anterior eye segment morphology	None
Abnormality of the anterior segment of the eye	None
Abnormality of the anterior segment of the globe	None
Abnormality of the anterior segment of the eyeball	None
Optic neuritis	None
Cyclotropia	None
Vitreous snowballs	None
Posterior embryotoxon	None
Embryotoxon	None
Unilateral strabismus	None
Monocular strabismus	None
Alacrima	None
Absence of tears in the eyes	None
Absent lacrimal fluids	None
Absent tear secretion	None
Morning glory optic disc	None
Morning glory anomaly	None
Morning glory disc anomaly	None
Lipemia retinalis	None
Unequal pupil size	None
Asymmetric pupil sizes	None
Asymmetry of the pupils	None
Unequal pupil dilatation	None
Anisocoria	None
Lens dislocation	None
Ectopia lentis	None
Abnormality of lens position	None
Marginal corneal dystrophy	None
Abnormality of the corneal limbus	None
Abnormal corneal limbus morphology	None
Intraretinal exudate	None
Retinal exudates	None
Retinal exudate	None
Progressive visual field defects	None
Abnormal pinhole visual acuity test	None
Microtropia with identity	None
Macular atrophy	None
Unaided visual acuity 0.7 LogMAR	None
Anisometropia	None
Nystagmus, horizontal, gaze-evoked	None
Nystagmus, horizontal gaze-evoked	None
Gaze-evoked horizontal nystagmus	None
Choroidal melanoma	None
Compensatory face turn to the right	None
Scleral rupture	None
Detached retina	None
Retinal detachment	None
Ocular coloboma	None
Coloboma	None
Ocular colobomas	None
Notched pupil	None
Secondary exotropia	None
Sensory exotropia	None
Pigmentation of the sclera	None
Pigmentation of the outer white part of the eyeball	None
Presenile cataract	None
Presenile cataracts	None
With the rule astigmatism	None
Abnormal ciliary body morphology	None
Abnormality of the ciliary body	None
Blue yellow color blindness	None
Blue-yellow dyschromatopsia	None
Dyschromatopsia, blue-yellow	None
Tritanomaly	None
Blue yellow colour blindness	None
Blue/yellow color vision defect	None
Blue/yellow colour vision defect	None
Ophthalmic artery occlusion	None
Panuveitis	None
Multifocal sub-RPE deposits	None
Placoid macular lesion	None
Absent rod-and cone-mediated responses on ERG	None
Undetectable light- and dark-adapted electroretinogram	None
Absent cone and rod functions by electroretinogram	None
Congenital retinal non-attachment	None
Retinal nonattachment	None
Fasciculiform cataract	None
Needle-shaped cataract	None
Frosted cataract	None
Aculeiform cataract	None
Inferior chorioretinal coloboma	None
Corneal scarring	None
Crossed asymmetry of pattern reversal visual evoked potentials	None
Asymmetrical distribution of pattern reversal visual evoked potentials	None
Absent corneal reflex	None
Compensatory chin elevation	None
Compensatory head tilt/chin elevation	None
Red eyes	None
Red eye	None
Reduced OCT-measured foveal thickness	None
Extinction of electroretinogram	None
Absent electroretinogram	None
Undetectable ERG	None
Extinguished electroretinogram	None
Undetectable electroretinogram	None
No light-evoked response on electroretinogram	None
Abolished electroretinogram	None
Moderate hypermetropia	None
Moderate hyperopia	None
Oblique astigmatism	None
Anterior uveitis	None
Abnormality of body height	None
Accelerated linear growth	None
Tall stature	None
Increased linear growth	None
Increased body height	None
Delayed pubertal growth	None
Delayed puberty	None
Delayed pubertal development	None
Pubertal delay	None
Pituitary dwarfism	None
Growth issue	None
Growth abnormality	None
Abnormal growth	None
Undergrowth	None
Faltering weight	None
Failure to thrive	None
Postnatal failure to thrive	None
Weight faltering	None
Poor weight gain	None
Delayed growth	None
Growth retardation	None
Poor growth	None
Growth failure	None
Growth deficiency	None
Very poor growth	None
Growth delay	None
Retarded growth	None
Intrauterine growth retardation	None
In utero growth retardation	None
Prenatal-onset growth retardation	None
Small for gestational age infant	None
Prenatal growth failure	None
Intrauterine growth retardation, IUGR	None
Prenatal growth retardation	None
Intrauterine retardation	None
Intrauterine growth restriction	None
Intrauterine growth failure	None
Prenatal growth deficiency	None
IUGR	None
Prenatal onset growth retardation	None
Having too much body fat	None
Obesity	None
Low birth weight	None
Birth weight less than 10th percentile	None
Small for gestational age	None
Dolichostenomelia	None
Marfanoid habitus	None
Marfanoid body habitus	None
Disproportionate tall stature	None
Reduced upper-lower segment ratio	None
Fetal macrosomia	None
Birth weight > 90th percentile	None
Birthweight > 90th percentile	None
Large for gestational age	None
Macrosomia, neonatal	None
Macrosomia	None
Foetal macrosomia	None
Severe faltering weight	None
Marked failure to thrive	None
Severe failure to thrive	None
Severe postnatal failure to thrive	None
Severe weight faltering	None
Asymmetric overgrowth	None
Asymmetric limb hypertrophy	None
Hemihypertrophy	None
Mild postnatal growth retardation	None
Mild growth deficiency	None
Postnatal onset of mild growth retardation	None
Faltering weight in infancy	None
Failure to thrive in first year of life	None
Failure to thrive in infancy	None
Weight faltering in infancy	None
Slender build	None
Thin body habitus	None
Thin build	None
Asthenic habitus	None
General overgrowth	None
Overgrowth	None
Generalised overgrowth	None
Generalized overgrowth	None
Weight loss	None
Loss of weight	None
Centripetal obesity	None
Truncal obesity	None
Situs inversus visceralis	None
Situs inversus viscerum	None
Abdominal situs inversus	None
Disproportionate short stature	None
Short stature, disproportionate	None
Short stature, severe disproportionate	None
Mild short stature	None
Relative short stature	None
short stature, mild	None
Proportionate short stature	None
Proportionate small stature	None
Short stature, proportionate	None
Severe short stature	None
Proportionate dwarfism	None
Dwarfism	None
Short stature, severe	None
Short stature, extreme	None
Birth length greater than 97th percentile	None
Fetal overgrowth	None
Foetal overgrowth	None
Disproportionate short-trunked dwarfism	None
Short-trunked dwarfism	None
Disproportionate short-trunked short stature	None
Disproportionate short-trunk short stature	None
Birth length <3rd percentile	None
Birth length less than 3rd percentile	None
Birth length < 3rd percentile	None
Eunuchoid habitus	None
Decreased body height	None
Height less than 3rd percentile	None
Small stature	None
Short stature	None
Stature below 3rd percentile	None
Abnormality of body weight	None
Abnormality of habitus	None
Increased body weight	None
Weight gain	None
Decreased weight	None
Low weight	None
Decreased body weight	None
Weight less than 3rd percentile	None
Low body weight	None
Wasting syndrome	None
Cachexia	None
Rhizomelic arm shortening	None
Mesomelic/rhizomelic limb shortening	None
Rhizo-meso-acromelic limb shortening	None
Short stature, disproportionate mesomelic	None
Mesomelic dwarfism	None
Mesomelic short stature	None
Short stature, mesomelic	None
Dwarfism, short limb mesomelic	None
Severe prenatal growth deficiency	None
Intrauterine growth retardation, severe	None
Severe intrauterine growth retardation	None
Short stature, moderate	None
Moderately short stature	None
Moderate short stature	None
Severe postnatal growth deficiency	None
Severe growth delay in children	None
Marked growth retardation	None
Severe postnatal growth retardation	None
Severe postnatal growth failure	None
Moderate postnatal growth retardation	None
Moderate growth delay in children	None
Neonatal short-trunk short stature	None
Short-trunk dwarfism identifiable at birth	None
Faltering weight secondary to recurrent infections	None
Failure to thrive secondary to recurrent infections	None
Weight faltering secondary to recurrent infections	None
Short stature, disproportionate short-limb	None
Micromelic dwarfism	None
Short limb dwarfism, disproportionate	None
Short stature, disproportionate short limb	None
Short-limb dwarfism	None
Brachymelic dwarfism	None
Short limb dwarfism	None
Short-limbed dwarfism	None
Dwarfism, short-limbed	None
Disproportionate short limb dwarfism	None
Disproportionate short-limb short stature	None
Mild intrauterine growth retardation	None
Mild prenatal growth deficiency	None
Severe short-limb dwarfism	None
Postnatal growth retardation	None
Growth delay as children	None
Postnatal growth deceleration	None
Postnatal growth deficiency	None
Postnatal growth failure	None
Growth retardation as children	None
Rhizomelic short stature	None
Rhizomelia	None
Rhizomelic dwarfism	None
Disproportionately short upper portion of limb	None
Symmetrical rhizomelic limb shortening	None
Rhizomelic shortening	None
Rhizomelic limb shortening	None
Short stature, rhizomelic	None
Rhizomelic short limbs	None
Lethal short-limbed dwarfism	None
Lethal micromelic dwarfism	None
Lethal short-limbed short stature	None
Childhood-onset truncal obesity	None
Truncal obesity apparent in childhood	None
Dwarfism, neonatal short-limbed	None
Neonatal short-limb short stature	None
Neonatal short-limbed dwarfism	None
Short-limbed dwarfism identifiable at birth	None
Short limb dwarfism recognisable at birth	None
Short-limb dwarfism identifiable at birth	None
Short limb dwarfism recognizable at birth	None
Short-limb dwarfism identifiable neonatally	None
Short-trunk dwarfism identifiable during childhood	None
Childhood-onset short-trunk short stature	None
Disproportionate short-trunk short stature, identifiable in childhood	None
Asymmetric short stature	None
Lethal short-trunk dwarfism	None
Lethal short-trunk short stature	None
Childhood onset short-limb short stature	None
Short-limb dwarfism identifiable during childhood	None
Short-trunk dwarfism, identifiable in infancy	None
Infancy onset short-trunk short stature	None
Proportionate tall stature	None
Moderate intrauterine growth retardation	None
Right atrial isomerism	None
Left atrial isomerism	None
Abnormality of abdominal situs	None
Rhizomelic leg shortening	None
Delayed start of first period	None
Delayed menarche	None
Abdominal obesity	None
Central obesity	None
Abnormal upper to lower segment ratio	None
Reduced upper to lower segment ratio	None
Increased upper to lower segment ratio	None
Delayed adrenarche	None
Class I obesity	None
Obesity grade 1	None
Obesity grade 2	None
Class II obesity	None
Obesity grade 3	None
Class III obesity	None
Overweight	None
Delayed thelarche	None
Increased body fat percentage	None
Heterotaxia	None
Heterotaxy	None
Absent pubertal growth spurt	None
Absent adolescent growth spurt	None
Increased body mass index	None
Increased BMI	None
Bronchial isomerism	None
Abdominal situs ambiguus	None
Abnormal waist to hip ratio	None
Increased waist to hip ratio	None
Increased WHR	None
Increased waist-hip ratio	None
Increased waist-to-hip ratio	None
Decreased waist-hip ratio	None
Decreased WHR	None
Decreased waist to hip ratio	None
Decreased waist-to-hip ratio	None
Isomerism	None
Left Isomerism	None
Left-sided isomerism	None
Right-sided isomerism	None
Right isomerism	None
Abnormal skinfold thickness measurement	None
Abnormal triceps skinfold thickness	None
Increased triceps skinfold thickness	None
Acromegalic growth	None
Acral hypertrophy	None
Acromegaly	None
Acral overgrowth	None
Acral enlargement	None
Growth without growth hormone	None
Decreased adipose tissue percentage	None
Decreased body fat percentage	None
Abnormal BMI	None
Abnormal body mass index	None
Abnormality of body mass index	None
Decreased body mass index	None
Decreased BMI	None
Overgrowth of one leg	None
Hemihypertrophy of lower limb	None
Hemihypertrophy of upper limb	None
Overgrowth of one arm	None
Uneven or disproportionate growth of one body part compared to another	None
Asymmetric growth	None
Asymmetric limb shortening	None
Hemiatrophy	None
Hemiatrophy of the body	None
Asymmetric lower limb shortening	None
Hemiatrophy of lower limb	None
Hemihypotrophy of upper limb	None
Hemiatrophy of upper limb	None
Asymmetric upper limb shortening	None
Lower limb asymmetry	None
Leg length discrepancy	None
Left and right leg differ in length or width	None
Unequal size of arms	None
Upper limb asymmetry	None
Asymmetric lower limb shortness	None
Asymmetric leg shortening	None
Hemihypotrophy of lower limb	None
Everted lower eyelids	None
Lower eyelid folded out	None
Ectropion of lower eyelids	None
Lower eyelid turned out	None
Facial grimacing	None
Abnormality of mandible coronoid process	None
Abnormal mandible coronoid process morphology	None
Midfacial capillary hemangioma	None
Midface capillary hemangioma	None
Tooth cavities	None
Tooth decay	None
Cariosity of teeth	None
Dental decay	None
Carious teeth	None
Early dental caries	None
Dental cavities	None
Rotting teeth	None
Frequent caries	None
Caries	None
Dental caries	None
Malformation of pituitary fossa	None
Deformity of pituitary fossa	None
Deformity of hypophysial fossa	None
Abnormal shape of pituitary fossa	None
Malformation of sella turcica	None
Malformation of hypophysial fossa	None
Deformed sella turcica	None
Abnormal shape of sella turcica	None
Abnormal shape of hypophysial fossa	None
Midline notch of maxillary alveolar process	None
Midline notch of upper alveolar ridge	None
Midline cleft of upper alveolar ridge	None
Midline cleft of maxillary alveolar process	None
Midline notch of maxillary alveolar ridge	None
Midline notch of upper gum ridge	None
Columella, high insertion	None
High insertion of columella	None
Ala lower than columella	None
Increased nuchal translucency	None
Hypotrophic nasal bone	None
Hypoplasia of the nasal bone	None
Decreased size of nasal bone	None
Deficiency of nasal bone	None
Nasal bone hypoplasia	None
Small nasal bone	None
Underdevelopment of nasal bone	None
Anomaly of base of nose	None
Anomaly of nasal base	None
Abnormality of base of nose	None
Abnormal nasal base	None
Abnormal nasal base norphology	None
Deformity of base of nose	None
Malformation of nasal base	None
Deformity of nasal base	None
Malformation of base of nose	None
Lacrimal punctal atresia	None
Atretic lacrimal puncta	None
Atretic lacrimal punctum	None
Orbital cleft	None
Fixed facial expression	None
Unchanging facial expression	None
Abnormal head	None
Head abnormality	None
Abnormality of the head	None
Tongue duplication	None
Duplicated tongue	None
Tongue duplicated	None
Duplication of tongue	None
Atrichia of lower eyelashes	None
Absent lower eyelashes	None
Aplasia of lower eyelashes	None
Agenesis of lower eyelashes	None
Failure of development of lower eyelashes	None
Congenital macrocephaly	None
Large cranium present since birth	None
Big head present since birth	None
Congenital large cranium	None
Congenital large head	None
Big head present at birth	None
Big cranium present since birth	None
Large skull present at birth	None
Big skull present at birth	None
Big cranium present at birth	None
Congenital large skull	None
Large skull present since birth	None
Large cranium present at birth	None
Macrocephaly at birth	None
Head circumference large for gestational age	None
Big skull present since birth	None
Large head present since birth	None
Large head present at birth	None
Decreased volume of frontal sinuses	None
Hypoplastic frontal sinuses	None
Underdeveloped frontal sinuses	None
Small frontal sinuses	None
Hypotrophic frontal sinus	None
Decreased pneumatization of frontal sinus	None
Philtrum, smooth	None
Shallow philtrum	None
Flat philtrum	None
Smooth philtrum	None
Simple philtrum	None
Decreased depth of philtrum	None
Indistinct philtrum	None
Tongue stiffness	None
Stiff tongue	None
Premature sagging cheeks	None
Premature facial sagging	None
Agenesis of incisor	None
Absence of front tooth	None
Missing front tooth	None
Failure of development of incisor	None
Absence of incisors	None
Missing incisors	None
Megaloblepharon	None
Abnormal scalp morphology	None
Abnormality of the scalp	None
Anomaly of scalp	None
Sleepy facial expression	None
Somnolent facial expression	None
Lacrimal punctum, duplication	None
Double lacrimal puncta	None
Duplicated lacrimal punctum	None
Sinusitis	None
Sinus disease	None
Sinus infection	None
Sinus inflammation	None
Visible septum of nose	None
Prominent septum of nose	None
Low hanging septum of nose	None
Visible nasal septum	None
Low hanging nasal septum	None
Prominent nasal septum	None
Lipoma of the tongue	None
Tongue lipoma	None
Increased size of nasopharyngeal adenoids	None
Adenoid hypertrophy	None
Adenoids large	None
Screwdriver-shaped incisors	None
Screwdriver shaped front teeth	None
Mandibular osteolysis	None
Decreased size of cheekbone	None
Decreased size of zygomatic bone	None
Depressed zygomatic bone	None
Hypotrophic zygomatic bone	None
Depressed cheekbone	None
Hypotrophy of the cheekbone	None
Small zygomatic bone	None
Small cheekbone	None
Underdevelopment of cheekbone	None
Hypotrophy of the zygomatic bone	None
Underdevelopment of zygomatic bone	None
Small malar bone	None
Hypoplasia of cheekbone	None
Cheekbone underdevelopment	None
Hypotrophic cheekbone	None
Flattening of the zygomatic bone	None
Hypoplasia of the zygomatic bone	None
Mandibular pain	None
Lower jaw pain	None
Palatal anomaly	None
Palate abnormality	None
Abnormality of the roof of the mouth	None
Abnormality of the palate	None
Abnormal palate morphology	None
Vertical chin skin cleft	None
Cleft chin	None
Vertical menton crease	None
Chin with vertical furrow	None
Chin, vertical crease	None
Chin with vertical groove	None
Chin with vertical sulcus	None
Chin with vertical crease	None
Mastoiditis	None
Hypomature dental enamel	None
Immature tooth enamel	None
Soft teeth	None
Soft tooth enamel	None
Decreased tooth count	None
Missing some teeth	None
Reduced number of teeth	None
Teeth, agenesis	None
Fewer teeth than normal	None
Decreased number of teeth	None
Dental agenesis	None
Failure of development of some teeth	None
Tooth agenesis	None
Wasting of the tongue	None
Lingual wasting	None
Tongue atrophy	None
Lingual atrophy	None
Atrophy of the tongue	None
Malpositioned teeth	None
Misalignment of teeth	None
Abnormal dental position	None
Abnormality of teeth spacing	None
Abnormality of position of teeth	None
Crooked teeth	None
Teeth, malposition	None
Malaligned teeth	None
Abnormality of alignment of teeth	None
Malposition of teeth	None
Abnormal teeth spacing	None
Tooth malposition	None
Surfer's eye	None
Corneal pterygium	None
Wing-shaped conjunctiva	None
Meibomian gland disease	None
Meibomian gland dysfunction	None
Posterior blepharitis	None
Peg shaped incisors	None
Peg shaped front tooth	None
Cone shaped front tooth	None
Peg-shaped incisors	None
Pointed front tooth	None
Shark tooth incisor	None
Conoid incisor	None
Pointed incisor	None
Conical incisor	None
Pugilistic facies	None
Boxer-like facial appearance	None
Pugilistic facial appearance	None
Hordeolum externum	None
Recessed nasal ridge	None
Recessed dorsum of nose	None
Flat nose	None
Flat dorsum of nose	None
Retruded nasal dorsum	None
Flat nasal dorsum	None
Depressed nasal dorsum	None
Retruded dorsum of nose	None
Recessed nasal dorsum	None
Retruded nasal ridge	None
Depressed dorsum of nose	None
Depressed nasal ridge	None
Hordeolum internum	None
Red bump on inner eyelid	None
Stye of inner eyelid	None
Abnormal jaw morphology	None
Abnormality of muscle of nose	None
Abnormality of musculature of the nose	None
Abnormality of nasal musculature	None
Heavy supraorbital ridges	None
Heavy brow of the face	None
Heavy supraorbital ridge	None
Facial papilloma	None
Facial wart	None
Facial verruca	None
Tortuous retinal arterioles	None
Retinal arteriolar tortuosity	None
Abnormal common tendinous ring morphology	None
Abnormality of the common tendinous ring	None
Fullness of paranasal tissue	None
Paranasal fullness	None
Fullness of tissue around the nose	None
Hypertrophy of paranasal tissue	None
Laterally built up nose	None
Thick paranasal tissue	None
Hyperplasia of paranasal tissue	None
Thick tissue around the nose	None
Thistle tube shaped pulp	None
Flame-shaped pulp	None
Increased transverse length of eyebrow	None
Long eyebrows	None
Elongated eyebrow	None
Increased horizontal length of eyebrow	None
Eyelashes fell out	None
Milphosis	None
Ciliary Madarosis	None
Loss of eyelashes	None
Missing eyelashes	None
Dacryocystitis	None
Infection of the lacrimal sac	None
Dacrocystitis	None
Dense calvaria	None
Dense skull cap	None
Ciliary trichomegaly of upper eyelashes	None
Long upper eyelashes	None
Increased length of upper eyelashes	None
Facial clefts	None
Tessier facial cleft	None
Facial cleft	None
Cleft of the face	None
Lacrimal punctum stenosis	None
Stenosis of the lacrimal punctum	None
Punctal stenosis	None
Epiblepharon	None
Abnormality of tooth structure	None
Abnormality of dental structure	None
Abnormality of tooth part	None
Laterally curved eyebrow	None
Absence of maxillary central incisor	None
Missing upper central incisor	None
Missing maxillary central incisor	None
Agenesis of maxillary central incisor	None
Failure of development of maxillary central incisor	None
Dentinogenesis imperfecta of baby teeth	None
Dentinogenesis imperfecta limited to primary teeth	None
Abnormality of nasalis muscle	None
Cleft mandible	None
Cleft lower jaw	None
Mandibular cleft	None
Saccular conjunctival aneurysms	None
Saccular conjunctival dilatations	None
Thin eyebrows	None
Thin eyebrow	None
Abnormality of hairline at front of head	None
Abnormality of the frontal hairline	None
Bridged sella turcica	None
Thin nares	None
Slit-like nostrils	None
Narrow naris	None
Narrow nostrils	None
Naris, slit-like	None
Thin nostrils	None
Collapsed nostrils	None
Small nostrils	None
Naris, narrow	None
Narrow nares	None
Tented philtrum	None
Philtrum, Tented	None
Anomaly of tooth eruption	None
Anomaly of dental eruption	None
Disturbance of tooth eruption	None
Abnormality of tooth eruption	None
Abnormal dental eruption	None
Disorder of tooth eruption	None
Disorder of dental eruption	None
Disturbance of dental eruption	None
Abnormality of dental eruption	None
Lower jaw hypoplasia	None
Hypotrophic mandible	None
Little mandible	None
Hypoplastic mandible condyle	None
Decreased size of lower jaw	None
Micrognathia of lower jaw	None
Underdevelopment of mandible	None
Hypoplasia of lower jaw	None
Micromandible	None
Small lower jaw	None
Robin mandible	None
Severe hypoplasia of mandible	None
Mandibular micrognathia	None
Micrognathia	None
Lower jaw retrusion	None
Mandibular hypoplasia	None
Little lower jaw	None
Small jaw	None
Underdevelopment of lower jaw	None
Decreased size of mandible	None
Mandibular deficiency	None
Mandibular retrognathia	None
Decreased projection of mandible	None
Hypotrophic lower jaw	None
Mandibular retrusion	None
Retrusion of lower jaw	None
Hypoplasia of mandible	None
Decreased projection of lower jaw	None
Lower jaw deficiency	None
Deficiency of lower jaw	None
Small mandible	None
Hypoplastic mandible	None
Single naris	None
Mono nostril	None
Single nostril	None
Single nare	None
One nostril	None
Grey coloured tooth enamel	None
Grayish enamel	None
Greyish enamel	None
Gray colored tooth enamel	None
Grey tooth shade	None
Gray tooth shade	None
Bulbous tooth	None
Spontaneous, recurrent nosebleed	None
Recurrent epistaxes	None
Recurrent epistaxis	None
Recurring nosebleed	None
Spontaneous, recurrent epistaxis	None
Lymphangioma of the orbit	None
Narrow, high-arched roof of mouth	None
High, narrow palate	None
High vaulted palate	None
Narrow, highly arched palate	None
Narrow, highly arched roof of mouth	None
Gothic palate	None
High narrow palate	None
Narrow, high-arched palate	None
Narrow and high arched palate	None
Small, cone shaped teeth	None
Small, pointed teeth	None
Conical microdontia	None
Small, peg shaped teeth	None
Small, conical teeth	None
Increased vertical length of upper lip	None
Elongation of upper lip	None
Long upper lip	None
Increased height of upper lip	None
Upper eyelid retraction	None
Prominence of the primary palate bone	None
Premaxillary bone excess	None
Anterior position of the premaxilla	None
Prominence of the premaxilla	None
Anterior position of the primary palate bone	None
Prominent premaxilla	None
Prominence of the intermaxillary bone	None
Unilateral cleft palate	None
One sided cleft palate	None
Unilateral palatoschisis	None
Decreased enamel calcification	None
Hypocalcification of dental enamel	None
Poorly calcified tooth enamel	None
Decreased head circumference	None
Potter facies	None
Abnormality of hairline at back of head	None
Abnormality of the posterior hairline	None
Abnormal parietal bone morphology	None
Abnormality of the parietal bone	None
Abnormality of the parietal bone of skull	None
Aphthous ulcer	None
Canker sore	None
Curved linear dimple below the lower lip	None
Craniofacial osteosclerosis	None
Cranial sclerosis	None
Narrowing of pulp chamber of tooth	None
Small pulp chamber of tooth	None
Pulp canal obliteration	None
Pulp obliteration	None
Obliteration of the pulp chamber	None
Reduced size of pulp chamber of tooth	None
Crescent/chevron-shaped pulp chambers	None
Hamartoma of the eye	None
Cartilaginous ossification of nose	None
Cartilaginous nasal ossification	None
Eyelid erythema	None
Erythema of eyelid	None
Erythema of the eyelids	None
Abnormality of cranium size	None
Abnormality of head size	None
Abnormality of skull size	None
Platystencephaly	None
Absence of tooth root	None
Aplasia of tooth root	None
Teeth without roots	None
Missing tooth root	None
Agenesis of tooth root	None
Rootless teeth	None
Tooth with dentin dysplasia type i	None
Hypertrophy of midface	None
Large midface	None
Hyperplasia of midface	None
Midface hyperplasia	None
Big midface	None
Midfacial excess	None
Midfacial prominence	None
Overgrowth of the midface	None
Hypoplasia of mandible relative to maxilla	None
Disorder of mandibular and maxillary dental arch relationship	None
Abnormality of ethmoidal air cells	None
Abnormality of ethmoid sinus	None
Masseter muscular weakness	None
Green colored teeth	None
Green tooth shade	None
Green coloured teeth	None
Green teeth	None
Oval facial shape	None
Oval facies	None
Oval face	None
Abnormality of the hairline	None
Eclabium of upper lip	None
Everted prominent upper lip	None
Protruding upper lip	None
Everted upper lip vermilion	None
Drooping upper lip	None
Outward turned upper lip	None
Everted upper lip	None
Almond shaped eyes	None
Almond-shaped palpebral fissure	None
Almond-shaped opening between the eyelids	None
Decreased size of nasopharyngeal adenoids	None
Wide nostril	None
Wide nares	None
Increased diameter of nares	None
Increased diameter of nostril	None
Dilated nostril	None
Dilated nares	None
Naris, enlarged	None
Increased width of nares	None
Large nares	None
Broad nostril	None
Enlarged naris	None
Enlarged nostril	None
Naris, broad	None
Enlarged nares	None
Hooded eyelid	None
Pursed lips	None
Tightly closed lips	None
Nasal elongation	None
Long nose	None
Increased height of nose	None
Increased nasal height	None
Increased length of nose	None
Increased nasal length	None
Elongated nose	None
Small posterior fossa	None
Lingual nodules	None
Tongue nodules	None
Absent eyelashes	None
Atrichia of eyelashes	None
Aplasia of eyelashes	None
Failure of development of eyelashes	None
Agenesis of eyelashes	None
Acrocephaly	None
Oxycephaly	None
Abnormality of the midnasal cavity	None
Painful tongue	None
Tongue pain	None
Frontomalar faciosynostosis	None
Abnormality of zygomaticus major muscle	None
Abnormality of lateral pterygoid muscle	None
Chapped lip	None
Perioral dermatitis	None
Chapped lips	None
Cheilitis simplex	None
Common cheilitis	None
Dry lips	None
Down-slanting palpebral fissures	None
Downward slanted palpebral fissures	None
Downslanted palpebral fissures	None
Antimongoloid slant of palpebral fissures	None
Antimongoloid slanted palpebral fissures	None
Downward slanting palpebral fissures	None
Down-slanting palpebral fissure	None
Downslanting palpebral fissures	None
Downward slanting of the opening between the eyelids	None
Palpebral fissures down-slanted	None
Downward-slanting palpebral fissures	None
Antimongoloid eye slant	None
Downslanting palpebral fissure	None
Down slanting palpebral fissures	None
Down-slanted palpebral fissures	None
Ameloblastoma	None
Broad secondary alveolar ridge	None
Secondary alveolar ridges	None
Bifid palatine uvula	None
Forked uvula	None
Split uvula	None
Uvula bifida	None
Cleft uvula	None
Cleft of uvula	None
Bifid uvula	None
Hypertrophied alveolar ridge	None
Hyperplasia of alveolar process of jaw	None
Overgrowth of alveolar ridge	None
Enlarged alveolar ridge	None
Thick alveolar ridges	None
Hyperplasia of alveolar ridge	None
Thickened alveolar ridges	None
Alveolar ridge excess	None
Increased size of gum ridge	None
Alveolar ridge overgrowth	None
Increased size of alveolar ridge	None
Overgrowth of gum ridge	None
Thin scalp hair at front of head	None
Sparse scalp hair at front of head	None
Sparse anterior scalp hair	None
Malformation of the nasal alar cartilage	None
Deformity of the nasal alar cartilage	None
Abnormality of the nasal alar cartilage	None
Abnormal morphology of the nasal alae	None
Deformity of the nasal ala	None
Abnormality of the nasal alae	None
Malformation of the nasal ala	None
Abnormality of the nasal ala	None
Hay fever	None
Hayfever	None
Nasal allergies	None
Allergic rhinitis	None
Abnormality of levator veli palatini muscle	None
Oral haemorrhage	None
Oral bleeding	None
Oral hemorrhage	None
Thickened eyelid	None
Eyelid thickening	None
Thick eyelids	None
Thickened but nonswollen eyelids	None
Palpebral thickening	None
Lower lip pit	None
Aplasia/Hypoplasia of the maxilla	None
Underdevelopment of upper jaw bones	None
Underdevelopment of maxilla	None
Deficient nasal tip	None
Decreased size of tip of nose	None
Hypotrophic nasal tip	None
Underdevelopment of tip of nose	None
Underdevelopment of nasal tip	None
Decreased size of nasal tip	None
Hypoplasia of tip of nose	None
Small nasal tip	None
Hypoplastic nasal tip	None
Aplasia of nasal tip	None
Hypotrophic tip of nose	None
Small tip of nose	None
Small nose	None
Short nose	None
Nasal hypoplasia	None
Shortened nose	None
Hypoplastic nose	None
Decreased length of nose	None
Decreased length of neck	None
Short neck	None
Cervical shortening	None
Decreased cervical height	None
Decreased cervical length	None
Retinal arteritis	None
Low hairline at back of neck	None
Low posterior hairline	None
Low posterior hair line	None
Puffy face	None
Moon facies	None
Puffy facies	None
Moon face	None
Steep mandibular plane angle	None
Obtuse angle of mandible	None
High mandibular plane angle	None
Chronic rhinitis	None
Choanal atresia	None
Blockage of the rear opening of the nasal cavity	None
Peg shaped teeth	None
Conical teeth	None
Conical tooth	None
Shark tooth	None
Peg-shaped teeth	None
Cone shaped tooth	None
Conoid tooth	None
Pointed tooth	None
Peg tooth	None
Peg shaped tooth	None
Labial melanotic freckle	None
Labial melanotic macule	None
Bleeding gums	None
Gingival bleeding	None
Gingival haemorrhage	None
Gingival hemorrhage	None
Gingivorrhagia	None
Central defect of nose	None
Midline defect of the nose	None
Central nasal defect	None
Midline cleft of nose	None
Central cleft of nose	None
Midline nasal defect	None
Distended jugular lymphatic sacs	None
White oral mucosal macule	None
Abnormality of lingual tonsil	None
Short palpebral fissure	None
Short palpebral fissures	None
Decreased height of palpebral fissure	None
Short opening between the eyelids	None
Doll-like facies	None
Doll-like facial appearance	None
Dental crowding	None
Overcrowding of teeth	None
Crowded teeth	None
Tooth size discrepancy	None
Dental overcrowding	None
Inadequate arch length for tooth size	None
Tooth mass arch size discrepancy	None
Oral erythroplasia	None
Oral erythroplakia	None
Extra upper front tooth	None
Supernumerary maxillary incisor	None
Deformity of the nostrils	None
