Lower lip pit	HP:0000196
Hypoplasia of the primary teeth	None
Underdevelopment of milk teeth	None
Decreased size of deciduous teeth	None
Small baby teeth	None
Small primary teeth	None
Decreased size of baby teeth	None
Small milk teeth	None
Decreased size of primary teeth	None
Hypoplastic deciduous teeth	None
Decreased size of milk teeth	None
Underdevelopment of primary teeth	None
Underdevelopment of baby teeth	None
Conjunctival follicles	None
Flat nasolabial fold	None
Nasolabial crease, underdeveloped	None
Nasolabial crease, hypoplastic	None
Shallow nasolabial fold	None
Nasolabial fold, hypoplastic	None
Underdeveloped nasolabial fold	None
Abnormal geniohyoid muscle morphology	None
Tessier number 30 facial cleft	None
Absence of lower front tooth	None
Agenesis of lower incisor	None
Missing lower front tooth	None
Agenesis of mandibular incisor	None
Failure of development of mandibular incisor	None
Absence of lower incisor	None
Absence of mandibular incisor	None
Missing lower incisor	None
Abnormality of the neck	None
Malformation of the neck	None
Anomaly of the neck	None
Deformity of the neck	None
Nasal polyposis	None
Nasal polyps	None
Polyps of nose	None
Polyposis nasi	None
Thick nasal alae	None
Thickening of the alae nasi	None
Ala nasi, thick	None
Abnormal parietal bone morphology	None
Abnormality of the parietal bone	None
Abnormality of the parietal bone of skull	None
Tower cranium shape	None
Tall shaped cranium	None
Tall shaped skull	None
Turricephalus	None
Tall shaped head	None
Tower skull shape	None
Turricephaly	None
Dense calvaria	None
Dense skull cap	None
Agenesis of secondary dentition	None
Failure of development of secondary teeth	None
Absence of permanent teeth	None
Agenesis of permanent teeth	None
Agenesis of permanent dentition	None
Absent permanent teeth	None
Missing teeth	None
Failure of development of permanent teeth	None
Molar incisor malformation	None
Macrostomia	None
Large oral aperture	None
Wide mouth	None
Broad mouth	None
Large mouth	None
Big lower jaw	None
Prognathism	None
Prominent jaw	None
Macromandible	None
Mandibular hyperplasia	None
Hypertrophy of lower jaw	None
Mandible prognathism	None
Increased projection of mandible	None
Increased size of lower jaw	None
Increased size of mandible	None
Mandibular macrognathia	None
Enlarged mandible	None
Large mandible	None
Large lower jaw	None
Prominent chin	None
Mandibular prognathia	None
Prominent mandible	None
Enlargement of mandible	None
Prognathia	None
Lower jaw excess	None
Prominent lower jaw	None
Lower jaw hyperplasia	None
Increased projection of lower jaw	None
Big mandible	None
Relative mandibular prognathism	None
Mandibular excess	None
Hyperplasia of lower jaw	None
Mandibular prognathism	None
Hypertrophy of mandible	None
Supplemental teeth	None
Supernumerary teeth	None
Supernumary teeth	None
Supplemental dentition	None
Supernumerary tooth	None
More teeth than normal	None
Tooth, supernumerary	None
Supernumary dentition	None
Extra teeth	None
Increased tooth count	None
Increased number of teeth	None
Hyperdontia	None
Lip fissure	None
Vascular malformation of the lip	None
Abnormality of salivation	None
Abnormal spit	None
Notched eyelid	None
Cleft eyelid	None
Eyelid coloboma	None
Full thickness defect of the eyelid	None
Tessier number 12 facial cleft	None
Notch of lower alveolar ridge	None
Cleft of lower gingiva	None
Cleft of lower gum ridge	None
Cleft of lower alveolar process	None
Cleft of mandibular gingiva	None
Notch of lower alveolar process	None
Notch of lower gum ridge	None
Cleft lower alveolar ridge	None
Cleft of mandibular alveolar process	None
Notch of mandibular alveolar ridge	None
Notch of mandibular alveolar process	None
Agenesis of the carotid canal	None
Bony carotid canal agenesis	None
Abnormal common tendinous ring morphology	None
Abnormality of the common tendinous ring	None
Abnormality of the tongue muscle	None
Abnormality of lingual muscle	None
Multiple non-erupting teeth	None
Multiple unerupted teeth	None
Failure of eruption of multiple teeth	None
Right unicoronal synostosis	None
Hyperplasia of pituitary fossa	None
Hyperplasia of sella turcica	None
Large pituitary fossa	None
Hyperplasia of hypophysial fossa	None
Prominent sella turcica	None
Large hypophysial fossa	None
Large sella turcica	None
Enlarged sella turcica	None
Big sella turcica	None
Aplastic nasopharyngeal adenoids	None
Dentinogenesis imperfecta of both sets of teeth	None
Dentinogenesis imperfecta of primary and permanent teeth	None
Dentinogenesis imperfecta of adult and baby teeth	None
Abnormal shape of posterior skull	None
Abnormal shape of posterior head	None
Abnormal shape of the back of the skull	None
Abnormal shape of posterior cranium	None
Abnormal shape of the occiput	None
Abnormal shape of the back of the head	None
Superior rectus atrophy	None
Rectus superior atrophy	None
Generalised periodontitis	None
Generalized gum disease	None
Generalised periodontal disease	None
Generalized periodontal disease	None
Generalized periodontitis	None
Widespread gum disease	None
Generalised gum disease	None
Palatal anomaly	None
Palate abnormality	None
Abnormality of the roof of the mouth	None
Abnormality of the palate	None
Abnormal palate morphology	None
Lip discoloration	None
Wide nasal septum	None
Thick nasal septum	None
Broad nasal septum	None
Wide septum of nose	None
Broad septum of nose	None
Thick septum of nose	None
Periorbital fullness	None
Puffy eyes	None
Periorbital swelling	None
Periorbital puffiness	None
Fullness around the eyes	None
Swelling around the eyes	None
Puffiness around eye	None
Abnormality of dentoalveolar ridges	None
Abnormality of the alveolar ridges	None
Abnormality of alveolar margin	None
Abnormality of alveolar processes of jaw	None
Defect in alveolar ridge	None
Abnormality of gum ridge	None
Increased depth of philtrum	None
Depressed philtrum	None
Pronounced philtrum	None
Philtrum, deep	None
Prominent philtrum	None
Deep philtrum	None
Microfacies	None
Hypoplasia of face	None
Facial hypoplasia	None
Small face	None
Small facies	None
Short and narrow face	None
Microface	None
Mastoiditis	None
Sialadenitis	None
Broad nasal dorsum	None
Wide nasal ridge	None
Increased width of nasal ridge	None
Broad nasal ridge	None
Wide dorsum of nose	None
Increased width of nasal dorsum	None
Increased width of dorsum of nose	None
Broad dorsum of nose	None
Nasal ridge, wide	None
Wide nasal dorsum	None
Delayed primary teeth eruption	None
Delayed eruption of primary teeth	None
Delayed eruption of deciduous teeth	None
Delayed eruption of baby teeth	None
Late eruption of milk teeth	None
Late eruption of primary teeth	None
Late eruption of baby teeth	None
Delayed eruption of milk teeth	None
Whole-immunoglobulin paraproteinemia	None
Increased factor IX activity	None
Refractory sideroblastic anemia	None
Refractory sideroblastic anaemia	None
Autoimmune thrombocytopenia	None
Idiopathic thrombocytopenia	None
Immune thrombocytopenia	None
Idiopathic thrombocytopenic purpura	None
Decreased proportion of CD3-positive T cells	None
Decreased proportion of CD3+ T cells	None
Increased mean platelet volume	None
Large platelets	None
Germinal matrix haemorrhage	None
Germinal matrix hemorrhage	None
Grade I preterm intraventricular haemorrhage	None
Grade I preterm intraventricular hemorrhage	None
Hypersegmentation of neutrophil nuclei in peripheral blood	None
Hypersegmentation of neutrophil nuclei	None
Hypermature neutrophils	None
Fetal intracranial hemorrhage	None
Abnormal platelet phosphatidylserine exposure	None
Chronic decreased circulating IgG1	None
Chronic decreased IgG1 in blood	None
Decreased proportion of immature gamma-delta T-lymphocytes	None
Decreased proportion of immature gamma-delta T lymphocytes	None
Decreased proportion of immature gamma-delta T cells	None
Decreased proportion of immature gamma-delta T-cells	None
Reduced proportion of immature gamma-delta T cells	None
Abnormal proportion of effector memory CD8-positive, alpha-beta T cells	None
Episodic eosinophilia	None
Increased circulating IgG4 level	None
Oligoclonal elevation of circulating IgA	None
Transient decreased circulating total IgG	None
Increased haemoglobin A2	None
Increased HbA2 haemoglobin	None
Increased hemoglobin A2	None
Increased HbA2 hemoglobin	None
Thrombasthenia	None
Abnormality of thrombocytes	None
Platelet abnormalities	None
Blood platelet disease	None
Increased sickling of red cells	None
Increased red cell sickling tendency	None
Increased sickling of erythrocytes	None
Abnormal lymphocyte physiology	None
Erythrocyte inclusion bodies	None
Impaired ristocetin cofactor assay activity	None
Decreased basophil count	None
Neutrophil migratory defect	None
Impaired neutrophil chemotaxis	None
Abnormal platelet count	None
Refractory anaemia with ringed sideroblasts	None
Myelodysplasia with sideroblastosis	None
Refractory anemia with ringed sideroblasts	None
Decreased specific anti-polysaccharide antibody level	None
Low specific anti-polysaccharide antibody titer	None
Depressed antibody response to polysaccharide antigens	None
Specific anti-polysaccharide antibody deficiency	None
Hypersideremic anaemia	None
Hypersideremic anemia	None
Sideroblastic anemia	None
Sideroblastic anaemia	None
Blood clot in a deep vein	None
Multiple deep venous thrombosis	None
Deep vein thrombosis	None
Deep venous thrombosis	None
Subarachnoid hemorrhage	None
Subarachnoid haemorrhage	None
Hodgkin's lymphoma	None
Hodgkin lymphoma	None
Hodgkin disease	None
Absence of CD8+ T cells	None
Absence of CD8-positive T cells	None
Dysplastic erythropoesis	None
Chronic decreased IgE in blood	None
Chronic decreased circulating IgE	None
Iron-deficiency anaemia	None
Iron deficiency anaemia	None
Iron-deficiency anemia	None
Iron deficiency anemia	None
Ferropenic	None
Increased bleeding time	None
Prolonged bleeding time	None
Hypochromic anaemia	None
Hypochromic anemia	None
Congenital haemolytic anemia	None
Congenital hemolytic anemia	None
Congenital hemolytic anaemia	None
Neonatal hemolytic anemia	None
Neonatal hemolytic anaemia	None
Congenital haemolytic anaemia	None
Transient myeloproliferative disorder	None
Transient leukemia of Down syndrome	None
TMD	None
Transient myeloproliferative syndrome	None
Transient leukaemia of Down syndrome	None
Secretory IgA deficiency	None
Pyrimidine-responsive megaloblastic anemia	None
Anaemia corrected by uridylic acid and cytidylic acid	None
Pyrimidine-responsive megaloblastic anaemia	None
Anemia corrected by uridylic acid and cytidylic acid	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Increased proportion of memory T cells	None
Increased proportion of CD4+CD29+ cells	None
Monoclonal elevation of IgG light chain	None
Macrocytic hemolytic disease	None
Antithrombin III deficiency	None
Reduced antithrombin III activity	None
Anti-thrombin III deficiency	None
Decreased antithrombin III	None
Abnormal surface-connected open canalicular system	None
Increased neutrophil mitochondria	None
Abnormality of neutrophils	None
Abnormality of neutrophil	None
Abnormality of polymorphonuclear neutrophils	None
Chronic leukaemia	None
Chronic blood cancer	None
Chronic leukemia	None
Small intestinal haemorrhage	None
Small intestinal bleeding	None
Small intestinal hemorrhage	None
Hemolytic anemia, autoimmune	None
Autoimmune hemolytic anaemia	None
Autoimmune haemolytic anaemia	None
Autoimmune hemolytic anemia	None
Factor XII deficiency	None
Hageman factor deficiency	None
Reduced factor XII activity	None
Increased proportion of CD4-positive, alpha-beta memory T cells	None
Anaplastic large-cell lymphoma	None
Feathered retinal heme	None
Linear retina heme	None
Flame-shaped retinal haemorrhage	None
Flame-shaped retinal hemorrhage	None
Increased RBC count	None
Increased red blood cell count	None
Reduced plasma cell count	None
Increased anti-meat allergen IgE antibody level	None
Decreased level of tPA	None
Decreased level of tissue plasminogen activator	None
Monoclonal elevation of IgG	None
Decreased serum IgG	None
Decreased circulating IgG level	None
Decreased IgG level in blood	None
Decreased IgG level	None
IgG deficiency	None
Reduced IgG levels	None
Decreased gamma-globin expression	None
Decreased immunoglobulin G	None
Excessive bleeding after a venipuncture	None
Non-Hodgkin lymphoma	None
Multiple myeloma	None
Plasmocytoma	None
Kahler's disease	None
Abnormal proportion of exhausted T cells	None
Blood tumor	None
Blood tumour	None
Haematological neoplasm	None
Hematological neoplasm	None
Increased ratio of VWF propeptide to VWF antigen	None
Hemoglobin H	None
Haemoglobin H	None
HbH haemoglobin	None
HbH hemoglobin	None
Abnormal CD69 upregulation upon TCR activation	None
Abnormality of bone marrow stromal cells	None
Reduced red cell adenosine deaminase level	None
Abnormality of leukocytes	None
Abnormal leukocyte morphology	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Compensated hemolytic anemia	None
Compensated hemolytic anaemia	None
Excessive bleeding during surgery	None
Protracted bleeding after surgery	None
Prolonged bleeding after surgery	None
Microangiopathic hemolytic anaemia	None
Microangiopathic hemolytic anemia	None
Increased RBC distribution width	None
Increased red blood cell distribution width	None
Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells	None
Abnormal proportion of effector memory CD8-positive, alpha-beta T cells, terminally differentiated	None
Bloody nose	None
Nasal haemorrhage	None
Nasal hemorrhage	None
Epistaxis	None
Nose bleeding	None
Nose bleed	None
Nosebleed	None
Frequent nosebleeds	None
Cephalohematoma	None
Cephalohaematoma	None
Abnormal number of granulocyte precursors	None
Blood coagulation disorder	None
Abnormality of coagulation	None
Haemorrhagic disorders	None
Coagulation abnormalities	None
Abnormal blood coagulation studies	None
Coagulation abnormality	None
Submacular haemorrhage	None
Sub-macular hemorrhage	None
Sub-macular haemorrhage	None
Submacular hemorrhage	None
Abnormality of neutrophil morphology	None
Abnormal thrombosis	None
Abnormal blood clotting	None
Abnormal blood clot	None
Increased anti-fungus IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Increased anti-fungi IgE antibody level	None
Gastrointestinal haemorrhage	None
Gastrointestinal hemorrhage	None
GI haemorrhage	None
Gastrointestinal bleeding	None
GI hemorrhage	None
Anisocytosis	None
Unequal size of red blood cells	None
Abnormal myeloid cell morphology	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Abnormal serum level of immunoglobulin	None
Immunoglobulin abnormality	None
Abnormality of the extrinsic pathway	None
Blood clot in portal vein	None
Portal vein thrombosis	None
Increased blood neutrophil counts	None
Neutrophilia	None
Increased proportion of effector memory CD4-positive, alpha-beta T cells	None
Low lymphocyte number	None
Lymphocytopenia	None
Absolute lymphocyte count decrease	None
Lymphopenia	None
Decreased blood lymphocyte number	None
Prolonged clotting time	None
Prolonged whole-blood clotting time	None
Peripheral thrombosis	None
Peripheral blood clot	None
Abnormality of the protein C anticoagulant pathway	None
Abnormal eosinophil count	None
Prolonged bleeding following procedure	None
Abnormal haemoglobin concentration	None
Abnormal Hb concentration	None
Abnormal hemoglobin concentration	None
Abnormal proportion of unswitched memory B cells	None
Abnormal proportion of non-class-switched memory B cells	None
Increased anti-parasite IgE antibody level	None
Abnormality of neutrophil physiology	None
Decreased platelet glycoprotein VI	None
Decreased proportion of unswitched memory B cells	None
Decreased proportion of non-class-switched memory B cells	None
Reduced proportion of unswitched memory B cells	None
Increased micromegakaryocyte count	None
Low blood monocyte number	None
Monocytopenia	None
Abnormal platelet dense granule secretion	None
Abnormal B cell subset distribution	None
Acute myelogenous leukemia	None
Acute myelogenous leukaemia	None
Acute myelocytic leukemia	None
Acute myeloid leukemia	None
Acute myeloblastic leukemia	None
Acute myeloblastic leukaemia	None
Acute myelocytic leukaemia	None
AML	None
Acute myeloid leukaemia	None
Increased proportion of marginal zone B cells	None
Abnormal helper T cell proportion	None
Abnormal proportion of circulating T-helper cells	None
Choroid haemorrhage	None
Choroidal hemorrhage	None
Choroid hemorrhage	None
Choroidal haemorrhage	None
Complete or near-complete absence of isohemagglutinins	None
Absent isohemagglutinin level	None
Absent natural antibody to blood group agents	None
Refractory anemia	None
Refractory anaemia	None
Increased anti-dairy IgE antibody level	None
Increased anti-dairy protein IgE antibody level	None
Increased circulating myelocyte count	None
Abnormal T cell proliferation	None
Impaired binding of factor VIII to VWF	None
von Willebrand Disease Type II Normandy	None
Multinucleate erythroblast	None
Bone marrow: multinucleated erythroblasts	None
Multinucleated erythroblast	None
Heavy-chain paraproteinemia	None
Increased red cell osmotic resistance	None
Grade I fetal intracranial hemorrhage	None
Fetal subependymal hemorrhage	None
Abnormal platelet alpha granule secretion	None
Decreased proportion of naive thymus-derived, alpha-beta T cells	None
Reduced proportion of naive T cells	None
Decreased proportion of naive T cells	None
Chronic myelomonocytic leukemia	None
Chronic myelomonocytic leukaemia	None
Pyridoxine-responsive sideroblastic anaemia	None
Pyridoxine-responsive sideroblastic anemia	None
Macrothrombozytopenia	None
Macrothrombocytopenia	None
Platelet anisocytosis	None
Enlarged platelet dense granules	None
Increased proportion of immature B cells	None
Increased proportion of CD19+/CD21low B cells	None
Increased anti-plant product IgE antibody level	None
Hypoplasminogenemia	None
Decreased level of plasminogen	None
Prolonged Russell's viper venom time	None
Lymphoid leukemia	None
Lymphoid leukaemia	None
Reduced alpha/beta synthesis ratio	None
Immunoglobulin IgG2 deficiency	None
Reduced IgG2 levels	None
Decreased circulating IgG2 level	None
Decreased IgG2 level in blood	None
Decreased proportion of CD4+ central memory cells	None
Decreased proportion of central memory CD4+, alpha-beta T cell	None
Reduced proportion of CD4+ central memory cells	None
Decreased proportion of CD4-positive central memory cells	None
Decreased proportion of central memory CD4-positive, alpha-beta T cells	None
Grade II preterm intraventricular hemorrhage	None
Grade II preterm intraventricular haemorrhage	None
T cell chronic lymphocytic lymphoma/leukemia	None
Abnormality of macrophages	None
Abnormal macrophage morphology	None
Abnormality of histiocytes	None
Partial IgA deficiency	None
Decreased CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Poor CD25 upregulation upon TCR activation	None
Sickled erythrocytes	None
Malignant eosinophil proliferation	None
Distorted red blood cells resembling keratocytes	None
Red blood cell keratocytosis	None
RBC keratocytosis	None
Increased hematocrit	None
Increased Hct	None
Increased proportion of CD4+CD25+ regulatory T cells	None
Elevated proportion of CD4+CD25+ regulatory T cells	None
Increased proportion of CD4+CD25+ Treg cells	None
Increased basophil count	None
Basophilia	None
Transient decreased IgG2 in blood	None
Transient decreased circulating IgG2	None
Ovalocytosis	None
Hereditary elliptocytosis	None
Ovalocytes	None
Elliptocyte	None
Elliptocytosis	None
Abnormal proportion of gammadelta T cells	None
Abnormal proportion of gamma-delta T-lymphocytes	None
Abnormal proportion of gamma-delta T cells	None
Abnormal proprotion of gamma-delta T lymphocytes	None
Dysplastic granulopoesis	None
Oval macrocytosis	None
Hyperchromic macrocytic anemia	None
Hyperchromic macrocytic anaemia	None
Bleeding with minor or no trauma	None
Easy bleeding	None
Elevated blast count	None
Elevated circulating blasts	None
Increased peripheral myeloblast count	None
Increased peripheral blast count	None
Abnormal proportion of central memory CD8-positive, alpha-beta T cells	None
Increased proportion autoreactive unresponsive CD21-/low B cells	None
Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count	None
Normochromic microcytic anaemia	None
Normochromic microcytic anemia	None
Abnormal natural killer cell morphology	None
Abnormality of natural killer cells	None
Abnormal NK cells	None
Pulmonary thromboembolism	None
Chronic neutropenia	None
Increased red cell fragility	None
Increased red cell osmotic fragility	None
Increased erythrocyte osmotic fragility	None
Reduced platelet dense granules	None
Abnormal erythrocyte enzyme level	None
Refractory macrocytic anemia	None
Refractory macrocytic anaemia	None
Abnormal proportion of marginal zone B cells	None
Abnormal number of lymphocytes	None
Abnormal lymphocyte count	None
Abnormal lymphocyte counts	None
Abnormality of lymphocyte number	None
Abnormal numbers of lymphocytes	None
Hyperfibrinogenemia	None
Chronic hemolytic anaemia	None
Chronic hemolytic anemia	None
hemolytic anemia, chronic	None
Abnormal basophil count	None
Red cell aplasia	None
Pure red cell aplasia	None
Abnormal onset of bleeding	None
Monoclonal elevation of IgG lambda chain	None
Agranulocytosis	None
Neutrophil inclusion bodies	None
Fetal cerebellar vermis hemorrhage	None
Macrocytic anaemia	None
Macrocytic anemia	None
Reduced euglobulin clot lysis time	None
Impaired convulxin-induced platelet aggregation	None
Elevated red cell adenosine deaminase level	None
Abnormal natural killer subset distribution	None
Reduced antithrombin antigen	None
Aplastic anemia	None
Aplastic anaemia	None
Giant platelets	None
Hypoplastic anemia	None
Hypoplastic anaemia	None
Abnormality of reticulocytes	None
Abnormal reticulocyte morphology	None
Decreased proportion of effector memory CD8-positive, alpha-beta T cells	None
Fetal cerebral parenchymal hemorrhage	None
Abnormal natural killer cell physiology	None
Defective B cell differentiation	None
Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	None
Pre-B-cell acute lymphoblastic leukaemia	None
Pre-B-cell acute lymphoblastic leukemia	None
B Acute Lymphoblastic Leukemia	None
B Acute Lymphoblastic Leukaemia	None
Type E brachydactyly	None
Partial/complete duplication of the proximal phalanx of the 2nd finger	None
Duplication of the proximal phalanx of the 2nd finger	None
Duplication of the proximal bone of the index finger	None
Osteolytic defects of the phalanges of the 5th toe	None
Round epiphyses of the upper limbs	None
Round end part of upper limb bones	None
Complete duplication of thumb bones	None
Complete duplication of the phalanges of the thumb	None
Digitalization of thumbs	None
Digitalization of thumb	None
Complete duplication of thumb phalanx	None
Shortening of all the middle bones of the toes	None
Brachymesophalangy of feet	None
Shortening of all middle phalanges of the toes	None
Cone-shaped end part of the innermost bone of the pinkie toe	None
Cone-shaped end part of the innermost bone of the little toe	None
Cone-shaped end part of the innermost bone of the pinky toe	None
Cone-shaped epiphysis of the proximal phalanx of the 5th toe	None
Slender forearm bones	None
Thimble-shaped middle phalanges of hand	None
Thimble-shaped middle bones of hand	None
Increased bone density in ring finger bone	None
Sclerosis of 4th finger phalanx	None
Sclerosis of the phalanges of the 4th finger	None
Small epiphysis of the middle phalanx of the 3rd finger	None
Small end part of the middle bone of the middle finger	None
Abnormality of the radioulnar joints	None
Distal foot symphalangism	None
Stippling of the epiphysis of the distal phalanx of the 3rd toe	None
Speckled calcifications in the end part of the outermost bone of the 3rd toe	None
bone elbow	None
Fractured elbow	None
Abnormality of lower limb joint	None
Abnormality of the joints of the lower limbs	None
Cone-shaped end part of the middle bone of the middle finger	None
Cone-shaped epiphysis of the middle phalanx of the 3rd finger	None
Cubitus varus	None
Irregular femoral epiphysis	None
Irregular thighbone end part	None
Abnormality of the epiphyses of the elbow	None
Abnormality of end part of the elbow bone	None
Prominent heel bone	None
Prominent calcaneus	None
Bilateral radial aplasia	None
Bilateral absence of radius	None
Shortening of the talar neck	None
Bullet-shaped distal phalanx of the 2nd finger	None
Bullet-shaped outermost bone of the index finger	None
Bracket epiphysis of the distal phalanx of the hallux	None
Bracket shaped end part of the outermost bone of big toe	None
Broad middle bone of the index finger	None
Broad middle phalanx of the 2nd finger	None
Pseudoepiphysis of the distal phalanx of the 5th toe	None
Wide metacarpals	None
Wide long bones of hand	None
Broad metacarpals	None
Fractured navicular bone of pes	None
bone navicular bone of pes	None
Wide toe bones	None
Broad phalanx of the toes	None
Triangular end part of the middle bone of the index finger	None
Triangular epiphysis of the middle phalanx of the 2nd finger	None
Hitchhiker thumb	None
Abducted thumb	None
Hardening of wide portion of long bone of upper arm	None
Stiffening of wide portion of long bone of upper arm	None
Sclerotic humeral metaphysis	None
Large wrist bones	None
Large carpal bones	None
Large carpals	None
Fragmentation of the metacarpal epiphyses	None
Fragmentation of end part of the long bone of hand	None
Camptodactyly of 2nd finger	None
Camptodactyly of second finger	None
Contracture of the proximal interphalangeal joint of the 2nd finger	None
Camptodactyly of index finger	None
Aplasia of the ulna	None
Absent ossification/absent ulna	None
Absent ulnae	None
Absent ulna	None
Bracket epiphysis of the 1st metatarsal	None
Bracket shaped end part of 1st long bone of foot	None
Arachnodactyly	None
Long, slender fingers	None
Spider fingers	None
Long slender fingers	None
Abnormal morphology of the proximal phalanx of the hallux	None
Abnormality of the proximal phalanx of the hallux	None
Abnormal innermost big toe bone	None
Fused innermost bones of 4th toe	None
Symphalangism affecting the proximal phalanx of the 4th toe	None
Broad distal phalanx of the toes	None
Broad outermost bone of the toe	None
Wide outermost bone of the toe	None
Uneven increase in bone density in 4th toe bone	None
Patchy sclerosis of the phalanges of the 4th toe	None
Patchy sclerosis of 4th toe phalanx	None
Complete duplication of the distal phalanges of the hand	None
Complete duplication of the outermost bones of the hand	None
Constricted radial neck	None
Absent/underdeveloped thumb bones	None
Absent/small thumb bones	None
Aplasia/Hypoplasia of the phalanges of the thumb	None
Cone-shaped end part of the outermost bone of the 2nd toe	None
Cone-shaped epiphysis of the distal phalanx of the 2nd toe	None
Uneven increase in bone density in the innermost bone of the big toe	None
Patchy sclerosis of the proximal phalanx of the hallux	None
Osteolytic defects of the proximal phalanx of the 3rd toe	None
Double thumb distal phalanges	None
Duplication of the outermost bone of the thumb	None
Duplication of terminal thumb phalanx	None
Duplicated terminal phalanx of thumb	None
Duplication of the distal phalanx of the thumb	None
Partial/complete duplication of the distal phalanx of the thumb	None
Duplication of distal thumb phalanx	None
Wide innermost wide portion of shinbone bone	None
Wide innermost wide portion of shankbone bone	None
Widened proximal tibial metaphyses	None
Proximal upper limb muscle atrophy	None
Proximal muscle atrophy in upper limbs	None
Proximal upper limb amyotrophy	None
Polydactyly affecting the 4th finger	None
Extra ring finger	None
Hypoplastic/small proximal phalanx of the 5th finger	None
Short innermost pinkie finger bone	None
Short proximal phalanx of the 5th finger	None
Short innermost little finger bone	None
Short innermost pinky finger bone	None
Short proximal phalanx of the fifth finger	None
Hypoplastic feet	None
Short feet	None
Short foot	None
Small feet	None
Fragmentation of the end part of the middle hand bones	None
Fragmentation of the epiphyses of the middle phalanges of the hand	None
Duplication of the outermost bone of big toe	None
Duplication of the distal phalanx of the hallux	None
Partial/complete duplication of the distal phalanx of the hallux	None
Lateral femoral bowing	None
Speckled calcifications in end part of the middle bone of the ring finger	None
Stippling of the epiphysis of the middle phalanx of the 4th finger	None
Complete duplication of the 1st long bone of foot	None
Complete duplication of the 1st metatarsal	None
Brachytelomesophalangy	None
Short middle and distal phalanges of digits ii through v	None
Progressive brachydactyly of middle and distal phalanges	None
Irregular epiphysis of the proximal phalanx of the hallux	None
Irregular end part of the innermost bone of the big toe	None
Bullet-shaped distal phalanx of the 2nd toe	None
Bullet-shaped outermost bone of the 2nd toe	None
Absent epiphysis of the middle phalanx of the 4th toe	None
Absent end part of the middle bone of the 4th toe	None
Speckled calcifications in the end part of the innermost bone of the big toe	None
Stippling of the epiphysis of the proximal phalanx of the hallux	None
Absent ossification of capital femoral epiphysis	None
Absent ossification of femoral capital epiphyses	None
Mesomelic/rhizomelic limb shortening	None
Tarsal sclerosis	None
Abnormality of the proximal radial epiphysis	None
Ulnar hypoplasia	None
Hypoplasia of the ulna	None
Short ulna	None
Hypoplastic ulna	None
Underdeveloped ulna	None
Underdeveloped inner large forearm bone	None
Short ulnae	None
Fragmentation of the end part of the toe bones	None
Fragmentation of the epiphyses of the toes	None
Slender fingers	None
Slender finger	None
thin fingers	None
Narrow fingers	None
Carpal bone malsegmentation	None
Long innermost finger bone	None
Long proximal phalanx of finger	None
Abnormality of the knee	None
Delta-shaped epiphyses of the 5th finger	None
Triangular end part of the pinkie finger	None
Triangular end part of the little finger	None
Triangular epiphyses of the 5th finger	None
Triangular end part of the pinky finger	None
Fragmentation of the end part of the outermost bone of the big toe	None
Fragmentation of the epiphysis of the distal phalanx of the hallux	None
Fragmentation of end part of the outermost bone of the ring finger	None
Fragmentation of the epiphysis of the distal phalanx of the 4th finger	None
Sclerosis of the phalanges of the 2nd toe	None
Increased bone density in 2nd toe bone	None
Sclerosis of 2nd toe phalanx	None
Osteolytic defects of the hand bones	None
Lytic defects of hand bones	None
Disproportionate prominence of the femoral medial condyle	None
Pseudoepiphysis of the 3rd metacarpal	None
Abnormal thigh muscles	None
Abnormality of the musculature of the thigh	None
Enlarged epiphyses of the 5th finger	None
Enlarged end part of the little finger bones	None
Enlarged end part of the pinkie finger bones	None
Enlarged end part of the pinky finger bones	None
Bipartite patella	None
Decreased Achilles reflex	None
Hyporeflexia at ankle joints	None
Short distal phalanges	None
Hypoplasia of the distal phalanges	None
Brachytelophalangy	None
Distal phalangeal hypoplasia	None
Hypoplastic terminal phalanges	None
Hypoplastic distal phalanges	None
Short distal phalanx of finger	None
Short outermost finger bone	None
Hypoplasic terminal phalanges	None
Hypoplasia of the distal phalanges of the hand	None
Terminal phalangeal hypoplasia of hand	None
Fragmentation of the end part of the 2nd toe bone	None
Fragmentation of the epiphyses of the 2nd toe	None
Madelung deformity	None
Madelung wrist deformity	None
Popliteal synovial cyst	None
Baker's cyst	None
Bracket shaped end part of the innermost bone of the pinky toe	None
Bracket shaped end part of the innermost bone of the little toe	None
Bracket epiphysis of the proximal phalanx of the 5th toe	None
Bracket shaped end part of the innermost bone of the pinkie toe	None
Increased bone density of end part of the innermost hand bones	None
Ivory epiphyses of the proximal phalanges of the hand	None
Aphalangy of the hands	None
Slender long bone of upper arm	None
Slender humerus	None
Wide radial epiphyseal plates	None
Broad radial epiphyseal plate	None
