Abnormality of body height	HP:0000002
Cone-shaped epiphysis of the distal phalanx of the 4th toe	None
Cone-shaped end part of the outermost bone of the 4th toe	None
Irregular wrist bones	None
Irregular carpal bones	None
Sloping radial metaphysis	None
Abnormality of the epiphysis of the distal phalanx of the 4th finger	None
Abnormality of the end part of the outermost bone of the ring finger	None
Absent metacarpal epiphyses	None
Absent metacarpal ossification center	None
Absent end part of the long bone of hand	None
Absent metacarpal ossification centre	None
bone metacarpophalangeal joint	None
Fractured metacarpophalangeal joint	None
Hitchhiker thumb	None
Abducted thumb	None
Short digits on one side	None
Unilateral brachydactyly	None
Exostoses of the radius	None
Wide toe bones	None
Broad phalanx of the toes	None
Increased bone density in the 1st long bone of foot	None
Sclerosis of the 1st metatarsal	None
Increased bone density of end part of the index finger bone	None
Ivory epiphyses of the 2nd finger	None
Stippling of the epiphyses of the 4th finger	None
Speckled calcifications in end part of ring finger bone	None
Uneven increase in bone density in 3rd toe bone	None
Patchy sclerosis of the phalanges of the 3rd toe	None
Patchy sclerosis of 3rd toe phalanx	None
Complex palmar dermatoglyphic pattern	None
Upper limb peromelia	None
Wrist swelling	None
Lytic defects of the forearm bones	None
Curved phalanges of the hallux	None
Curved hallux phalanx	None
Curve bones of big toe	None
Abnormality of the 2nd long bone of hand	None
Abnormal 2nd metacarpal morphology	None
Abnormality of the 2nd metacarpal	None
Radial deviation of the 2nd finger	None
Radially deviated index finger	None
Abnormality of the 2nd long bone of foot	None
Abnormality of the second metatarsal bone	None
Fractured radius	None
Hip dislocation	None
Dislocated hips	None
Dislocation of hip	None
Polymelia	None
Uneven increase in bone density in the middle bone of the pinkie finger	None
Patchy sclerosis of the middle phalanx of the 5th finger	None
Uneven increase in bone density in the middle bone of the pinky finger	None
Uneven increase in bone density in the middle bone of the little finger	None
Patchy sclerosis of 5th finger phalanx	None
Patchy sclerosis of the phalanges of the 5th finger	None
Uneven increase in bone density in pinkie finger bone	None
Uneven increase in bone density in little finger bone	None
Uneven increase in bone density in pinky finger bone	None
Hyperkeratosis, palmoplantar, focal friction-related	None
Focal friction-related palmoplantar hyperkeratosis	None
Abnormality of the proximal phalanx of the 2nd finger	None
Abnormality of the proximal 2nd finger phalanx	None
Abnormal innermost index finger bone	None
Cone-shaped end part of the innermost bone of the 2nd toe	None
Cone-shaped epiphysis of the proximal phalanx of the 2nd toe	None
Abnormal wrist bone maturation	None
Abnormality of carpal bone ossification	None
Stippling of the epiphysis of the 1st metatarsal	None
Speckled calcifications in the end part of the 1st long bone of foot	None
Fragmentation of the epiphysis of the middle phalanx of the 2nd finger	None
Fragmentation of end part of the middle long bone of the index finger	None
Bracket epiphysis of the distal phalanx of the 2nd finger	None
Bracket shaped end part of the outermost bone of the index finger	None
Osteolytic defects of the middle phalanx of the 3rd finger	None
6 long bones of hand	None
6 metacarpals	None
Complete duplication of the distal phalanx of the 5th finger	None
Complete duplication of the outermost little finger bone	None
Complete duplication of the outermost pinkie finger bone	None
Complete duplication of the outermost pinky finger bone	None
Areflexia of biceps	None
Biceps areflexia	None
Speckled calcifications in end part of the outermost bone of little finger	None
Speckled calcifications in end part of the outermost bone of pinky finger	None
Stippling of the epiphysis of the distal phalanx of the 5th finger	None
Speckled calcifications in end part of the outermost bone of pinkie finger	None
Cone-shaped end part of the innermost bone of the 3rd toe	None
Cone-shaped epiphysis of the proximal phalanx of the 3rd toe	None
Absent/underdeveloped 1st long bone of hand	None
Absent/small 1st long bone of hand	None
Aplasia/Hypoplasia of the 1st metacarpal	None
Hypoplastic radial head	None
Small radial head	None
Talipes calcaneovarus	None
Contractures of the distal interphalangeal joint of the 5th toe	None
Contracture of the outermost hinge joint of the 5th toe	None
Abnormal morphology of the cortex of the humerus	None
Dysmelia	None
Abnormal limbs	None
Limb anomaly	None
Abnormality of limbs	None
Large knee	None
Broad shaft of long bone of the upper limbs	None
Wide shaft of long bone of the upper limbs	None
Broad diaphyses of the upper limbs	None
Wide diaphyses of the upper limbs	None
Reduced arm span	None
Fragmentation of end part of the innermost bone of the pinky finger	None
Fragmentation of the epiphysis of the proximal phalanx of the 5th finger	None
Fragmentation of end part of the innermost bone of the little finger	None
Fragmentation of end part of the innermost bone of the pinkie finger	None
Abnormality of the end part of the outermost bone of the big toe bone	None
Abnormality of the epiphysis of the distal phalanx of the hallux	None
Proximal upper limb muscle atrophy	None
Proximal muscle atrophy in upper limbs	None
Proximal upper limb amyotrophy	None
Limitation of elbow extension	None
Restricted elbow extension	None
Limited forearm extension	None
Decreased elbow extension	None
Limited elbow extension	None
Limited extension at elbows	None
Elbow limited extension	None
Type A brachydactyly	None
Abnormality of the distal radial epiphysis	None
Monkey wrench femoral neck	None
Monkey wrench configuration of the proximal femur	None
Swedish key appearance of femoral neck	None
Swedish key configuration of the proximal femur	None
Monkey wrench appearance of femoral neck	None
Small end part of the outermost bone of the big toe	None
Small epiphysis of the distal phalanx of the hallux	None
Thick fibula	None
Increased fibular diameter	None
Thick fibulae	None
Wide calf bone	None
Wide fibula	None
Distal upper limb muscle weakness	None
Curved 1st metatarsal	None
Curved 1st long bone of foot	None
Sclerosis of the middle phalanx of the 5th finger	None
Increased bone density in the middle bone of the pinkie finger	None
Increased bone density in the middle bone of the pinky finger	None
Increased bone density in the middle bone of the little finger	None
Absent end part of the outermost bone of the big toe	None
Absent epiphysis of the distal phalanx of the hallux	None
Uneven increase in bone density in the innermost bone of the ring finger	None
Patchy sclerosis of the proximal phalanx of the 4th finger	None
Absent/small outermost bones of toe	None
Hypoplasia/agenesis of distal phalanges of toes	None
Absent/underdeveloped outermost bones of toe	None
Absent/hypoplastic terminal phalanges of toes	None
Aplasia/Hypoplasia of the distal phalanges of the toes	None
Triangular epiphysis of the distal phalanx of the 5th finger	None
Delta-shaped epiphysis of the distal phalanx of the 5th finger	None
Triangular end part of the outermost bone of pinkie finger	None
Triangular end part of the outermost bone of little finger	None
Triangular end part of the outermost bone of pinky finger	None
Aplastic/hypoplastic metatarsals	None
Absent/small long bone of foot	None
Absent/hypoplastic metacarpals	None
Absent/underdeveloped long bone of foot	None
Aplasia/Hypoplasia of metatarsal bones	None
Absent/hypoplastic metatarsals	None
Absent or hypoplastic metatarsal	None
Metaphyseal striations	None
Striated metaphysis	None
Triangular shaped distal phalanges of the hand	None
Triangular shaped outermost bone of the hand	None
Uneven increase in bone density in the outermost bone of big toe	None
Patchy sclerosis of the distal phalanx of the hallux	None
Deep palmar creases	None
Deep palm line	None
Deep palmar crease	None
Hypoplastic pectoral muscle	None
Small pec muscle	None
Underdeveloped pec muscle	None
Pectoralis hypoplasia	None
Short 3rd toe bone	None
Short phalanx of the third toe	None
Short phalanx of the 3rd toe	None
Hypoplastic/small phalanges of the 3rd toe	None
Abnormality of the epiphysis of the distal phalanx of the 3rd finger	None
Abnormality of the end part of the outermost bone of the middle finger	None
Proximal placement of hallux	None
Proximal placement of big toe	None
Proximally placed halluces	None
Abnormality of the middle bone of pinky finger	None
Abnormality of the middle bone of little finger	None
Abnormality of the middle bone of pinkie finger	None
Abnormality of the middle phalanx of the 5th finger	None
Absent scaphoid bone	None
Missing scaphoid bone	None
Absent scaphoid	None
bone lower limb segment	None
Fractured lower limb segment	None
Increased bone density of end part of the innermost hand bones	None
Ivory epiphyses of the proximal phalanges of the hand	None
Spinous keratoses of palms and soles	None
Uneven increase in bone density in innermost toe bone	None
Patchy sclerosis of the proximal phalanges of the toes	None
Patchy sclerosis of proximal toe phalanx	None
Ivory epiphysis of the proximal phalanx of the 5th toe	None
Increased bone density of end part of the innermost bone of the pinky toe	None
Increased bone density of end part of the innermost bone of the little toe	None
Increased bone density of end part of the innermost bone of the pinkie toe	None
Wide bones of 3rd toe	None
Broad phalanges of the 3rd toe	None
Synostosis involving the 3rd metacarpal	None
Fusion involving the 3rd long bone of hand	None
Subperiosteal bone resorption	None
Subperiosteal erosions	None
Sclerosis of the proximal phalanx of the 2nd finger	None
Increased bone density in the innermost bone of the index finger	None
Wide carpal bones	None
Wide wrist bones	None
Broad carpal bones	None
bone distal epiphysis of distal phalanx of manual digit 1	None
Fractured distal epiphysis of distal phalanx of manual digit 1	None
Proximal/middle symphalangism of 4th finger	None
Fused innermost and middle bone of fourth finger	None
Bullet-shaped 4th toe phalanx	None
Bullet-shaped phalanges of the 4th toe	None
Bullet-shaped bones of the 4th toe	None
Patellar overgrowth	None
Type A4 brachydactyly	None
Triangular end part of the middle bone of the 3rd toe	None
Triangular epiphysis of the middle phalanx of the 3rd toe	None
Bracket shaped end part of the outermost pinkie finger bone	None
Bracket shaped end part of the outermost little finger bone	None
Bracket shaped end part of the outermost pinky finger bone	None
Bracket epiphysis of the distal phalanx of the 5th finger	None
Fragmentation of end part of the outermost bone of the ring finger	None
Fragmentation of the epiphysis of the distal phalanx of the 4th finger	None
Short long bone of upper arm	None
Humeral hypoplasia	None
Humeral shortening	None
Hypoplastic humerus	None
Short humeri	None
Short humerus	None
Short upper arms	None
Large capitate bone	None
Fibular hypoplasia	None
Hypoplastic fibula	None
Short fibulae	None
Short calf bone	None
Short fibula	None
Pointed ulna	None
Enlarged capital femoral epiphyses	None
Enlargement of the proximal femoral epiphysis	None
Enlarged end part of innermost thighbone	None
Triangular shaped middle phalanx of the 2nd finger	None
Triangular shaped middle bone of index finger	None
Curved outermost bone of the 2nd toe	None
Curved distal phalanx of the 2nd toe	None
Duplication of the middle phalanx of the 5th finger	None
Duplication of the middle pinky finger bone	None
Partial/complete duplication of the middle phalanx of the 5th finger	None
Duplication of the middle little finger bone	None
Duplication of the middle pinkie finger bone	None
Chemodectoma	None
Chemodectomas	None
Paralysis or weakness of one side of body	None
Hemiplegia/hemiparesis	None
Cerebral cavernous malformation	None
Focal autonomic seizure with hypoventilation/hyperventilation/altered respiration	None
Stereotypical body rocking	None
Greater auricular nerve thickening	None
Palpable great auricular nerve	None
Episodic peripheral neuropathy	None
Focal epileptiform discharges with limited propagation to contralateral hemisphere	None
Sleep apnea	None
Sleep apnoea	None
Pauses in breathing while sleeping	None
Hemangioblastoma	None
Haemangioblastoma	None
Lower limb dysmetria	None
Increased leukocyte count in CSF	None
Cerebrospinal fluid pleocytosis	None
CSF pleocytosis	None
Retrocerebellar cyst	None
Focal impaired awareness head nodding automatism seizure	None
Focal aware epileptic spasm	None
Hemimegalencephaly	None
Cognitive epileptic aura	None
Periventricular cysts	None
Taurine high in CSF	None
Increased CSF taurine concentration	None
Status epilepticus with ictal paresis	None
Focal inhibitory status epilepticus	None
Postural tremor of arms	None
Upper limb postural tremor	None
Generalized onset motor seizure	None
Generalised onset motor seizure	None
Generalized-onset motor seizure	None
Generalised-onset motor seizure	None
Four-layered lissencephaly	None
Type I lissencephaly	None
Lissencephaly, type I	None
4-layered lissencephaly	None
Type 1 lissencephaly	None
Classic lissencephaly	None
Focal impaired awareness emotional seizure with laughing	None
Speech dyspraxia	None
Verbal dyspraxia	None
Apraxia of speech	None
Speech apraxia	None
Corpus callosum abnormality	None
Abnormal corpus callosum morphology	None
Abnormal corpus callosum	None
Abnormality of the corpus callosum	None
Focal cognitive seizure with neglect	None
Abnormal amyloid beta peptide CSF concentration	None
Deficit in nonword repetition	None
Cancer of early nerve cells	None
Neuroblastoma	None
Incomplete closure of the vertebral arch	None
Spinal dysraphism	None
Dystonia tremor	None
Isometric tremor	None
Gait ataxia, progressive	None
Progressive gait ataxia	None
Eye poking	None
Ocular auto-stimulation	None
Oculodigital phenomenon	None
Involuntary muscle stiffness, contraction, or spasm	None
Muscular spasticity	None
Muscle spasticity	None
Spasticity	None
Abnormal thalamic size	None
Seizure	None
Epileptic seizure	None
Seizures	None
Epilepsy	None
Increase in astrocyte number	None
Astrocytosis	None
Unlayered lissencephaly	None
Ischaemic stroke	None
Ischemic stroke	None
Abnormal postural reflex	None
Abnormal postural reaction	None
Focal aware motor seizure with negative myoclonus	None
Focal motor aware seizure with negative myoclonus	None
Seizure precipitated by febrile infection	None
Fever induced seizure	None
Abnormal CSF A[beta]42 level	None
Abnormal CSF amyloid concentration	None
Abnormal CSF amyloid level	None
Somatic sensory dysfunction	None
Sensory impairment	None
Focal impaired awareness autonomic seizure with erection	None
Cerebral cortical microinfarct	None
Bacteria in cerebrospinal fluid	None
Bacteria in CSF	None
Enlarged sylvian cistern	None
Enlarged sylvian fissure	None
Enlarged lateral sulcus	None
Enlarged lateral fissure	None
Hyporeflexia of upper limbs	None
Brain abscess	None
Neonatal bilateral symmetric myoclonic seizure	None
Neonatal electroclinical motor seizure with automatism	None
Neonatal electro-clinical motor seizure with automatism	None
Abnormality of the cranial nerves	None
Cranial nerve involvement	None
Cranial nerve abnormality	None
Abnormality of cranial nerve	None
Abnormal cranial nerve morphology	None
Cranial nerve disease	None
Diffuse ribbon-like subcortical heterotopia	None
Multiple mucosal neuromas	None
Myoclonic status epilepticus	None
Focal emotional seizure with pleasure	None
Spinocerebellar tract disease in lower limbs	None
Limb fasciculation	None
Limb fasciculations	None
Focal aware cognitive seizure with conduction dysphasia/aphasia	None
Alcoholism	None
Increased CSF/serum albumin ratio	None
Facial-lingual fasciculations	None
Fetal intracranial hemorrhage	None
Clumsy tandem walking	None
Impaired tandem gait	None
EEG abnormalities	None
EEG abnormality	None
Electroencephalogram abnormal	None
Electroencephalogram abnormalities	None
Abnormal EEG	None
Abnormal electroencephalogram	None
Duplication of spinal cord	None
Diplomyelia	None
Impaired social reciprocity	None
Focal automatism seizure	None
Lower extremity akinesia	None
Abnormality of brainstem morphology	None
Abnormal brainstem morphology	None
Abnormal shape of brainstem	None
Abnormality of the brainstem	None
Abnormal temporal lobe morphology	None
Abnormal communicative gestures	None
Abnormal gesture use	None
Abnormal gestures	None
Abnormal communicative gesture use	None
Focal impaired awareness cognitive seizure with deja vu/jamais vu	None
High threonine levels in cerebrospinal fluid	None
Increased CSF threonine concentration	None
Late-onset spinocerebellar degeneration	None
Abnormality of the astrocytes	None
Abnormal astrocyte morphology	None
Spinocerebellar atrophy	None
Curvilinear pericallosal lipoma	None
Elevated CSF dopamine concentration	None
Pituitary thyrotropinoma	None
Pituitary thyrotropic cell adenoma	None
Glucagonoma	None
Bilateral tonic-clonic seizure with generalized onset	None
Generalized-onset tonic-clonic seizure	None
Primarily generalized tonic-clonic seizures	None
Generalised tonic-clonic seizure without focal onset	None
Primary generalised tonic-clonic seizure	None
Generalised tonic-clonic seizure without partial onset	None
Primary generalised tonic-clonic seizures	None
Generalised-onset tonic-clonic seizure	None
Generalised tonic-clonic seizures without focal onset	None
Primary generalized tonic-clonic seizure	None
Generalized tonic-clonic seizure without partial onset	None
Bilateral tonic-clonic seizure with generalised onset	None
Generalized tonic-clonic seizures without focal onset	None
Generalized tonic-clonic seizure without focal onset	None
Primarily generalised tonic-clonic seizures	None
Primary generalized tonic-clonic seizures	None
Focal aware atonic seizure	None
Abnormality of the myencephalon	None
Abnormal medulla oblongata morphology	None
Abnormality of the medulla oblongata	None
Late-onset form of familial Alzheimer disease	None
Alzheimer disease	None
Focal autonomic seizure with palpitations/tachycardia/bradycardia/asystole	None
Abnormal interest	None
Hypoplastic olfactory lobes	None
Nonverbal	None
Absent speech development	None
Absent speech	None
Lack of language development	None
No speech development	None
Lack of speech	None
No speech or language development	None
Neurilemmoma	None
Schwann cell tumor	None
Neurolemmoma	None
Neurinoma	None
Schwannomas	None
Schwannoma	None
Schwann cell tumour	None
Olivary degeneration	None
Impotence due to autonomic dysfunction	None
Autonomic erectile dysfunction	None
Labiomental fasciculations	None
Fasciculations, labiomental	None
EEG with hyperventilation-induced generalised epileptiform discharges	None
EEG with hyperventilation-induced generalized epileptiform discharges	None
Bilateral vocal cord paresis	None
Inappropriate laughter	None
Increased pineal volume	None
Rosette-forming glioneuronal tumour of the fourth ventricle	None
Rosette-forming glioneuronal neoplasm	None
Rosette-forming glioneuronal tumor of the fourth ventricle	None
Rosette-forming glioneuronal tumour	None
Rosette-forming glioneuronal tumor	None
Benzodiazepine dependence	None
Benzodiazepine addiction	None
Moderate expressive language delay	None
Paralyzed diaphragm	None
Diaphragmatic paralysis	None
Paralysed diaphragm	None
Cephalic aura	None
Focal seizure with cephalic sensation	None
Focal sensory seizure with cephalic sensation	None
Partial seizure with cephalic sensation	None
Absence of pain sensation	None
Pain insensitivity	None
Focal bilateral motor seizure	None
Loss of ability to walk	None
Loss of ambulation	None
Focal aware hemifacial clonic seizure	None
Recurrent cerebral hemorrhage	None
Recurrent cerebral haemorrhage	None
Recurrent hemorrhagic stroke	None
Cavitation of the basal ganglia	None
Abnormality of the striatum	None
Abnormality of the striate nucleus	None
Abnormal corpus striatum morphology	None
Abnormality of the neostriatum	None
Self-mutilation of tongue and lips due to involuntary movements	None
Demyelinating motor neuropathy	None
Spontaneous cerebrospinal fluid leak	None
Abnormal CSF ornithine concentration	None
Abnormal ornithine levels in cerebrospinal fluid	None
Periventricular leukomalacia	None
PVL	None
Transient ischaemic attacks	None
Transient ischaemic attack	None
Transient ischemic attack	None
Transient ischemic attacks	None
Mini stroke	None
TIA	None
Abnormal consumption behaviour	None
Abnormal consumption behavior	None
Mild expressive language delay	None
Eyelid spasm	None
Involuntary closure of eyelid	None
Spontaneous closure of eyelid	None
Blepharospasm	None
Eyelid twitching	None
Ankle clonus	None
Abnormal rhythmic movements of ankle	None
T2 hypointense thalamus	None
Parosmia	None
Cervical myelopathy	None
Receptive aphasia	None
Fluent aphasia	None
Wernicke aphasia	None
Cerebellar edema	None
Edema of the cerebellum	None
Cerebellar oedema	None
Oedema of the cerebellum	None
Focal non-convulsive status epilepticus without coma	None
Focal affective seizure	None
Partial emotional seizure	None
Focal emotional seizure	None
Affective seizure	None
Emotional seizure	None
Atrophy/Degeneration affecting the cerebrum	None
Grade II preterm intraventricular hemorrhage	None
Grade II preterm intraventricular haemorrhage	None
Focal cortical dysplasia type IIId	None
EEG with occipital slowing	None
Periventricular nodular heterotopia	None
Instability or lack of coordination of central trunk muscles	None
Trunk ataxia	None
Truncal ataxia	None
Claustrophobia	None
Focal impaired awareness emotional seizure with pleasure	None
Retinal hemangioblastoma	None
Retinal capillary hemangioma	None
Impulsivity	None
Impulsive	None
Progressive spastic quadriplegia	None
Progressive spastic quadriparesis	None
Diffuse white matter abnormalities	None
Hypocalcemic tetany	None
Episodic hypersomnia	None
Cerebellar cortical atrophy	None
Cerebellar cortex degeneration	None
Limb myoclonus	None
Myoclonus of limbs	None
Abnormal temper tantrums	None
Self-injurious behaviors	None
Autoagression	None
Self-harm	None
Self-injurious behavior	None
Self injury	None
Self-injurious behaviours	None
Self-injurious behaviour	None
Neurologic abnormalities	None
Abnormality of the nervous system	None
Neurological abnormality	None
Brain and/or spinal cord issue	None
EEG with central sharp slow waves	None
Abnormal tyrosine levels in cerebrospinal fluid	None
Abnormal CSF tyrosine concentration	None
Focal impaired awareness tonic seizure	None
Bacterial encephalitis	None
Loss of tactile sensation	None
Impaired touch sensation	None
Abnormal thigmesthesia	None
Impaired tactile sensation	None
Cortical white matter abnormalities seen on MRI	None
Abnormal cerebral white matter morphology	None
Cerebral white matter abnormalities	None
White matter alterations	None
Leukoaraiosis	None
Abnormality of the cerebral white matter	None
Abnormality of subcortical white matter	None
White matter abnormalities	None
Enlarged interpeduncular cistern	None
Enlarged fossa interpeduncularis	None
Enlarged basal cistern	None
Absence seizures with eyelid myoclonia	None
Absence seizure with eyelid myoclonia	None
EEG with abnormally slow frequencies	None
High histidine levels in cerebrospinal fluid	None
Increased CSF histidine concentration	None
Sleep-wake cycle disturbance	None
Acroparesthesia	None
Molar tooth sign	None
Molar tooth sign on MRI	None
Molar tooth sign on brain imaging	None
Molar tooth sign on imaging	None
Open operculum	None
Abnormal size of corpus callosum	None
Large corpus callosum	None
Thick corpus callosum	None
Psychic aura	None
Psychic epileptic aura	None
Focal impaired awareness cognitive seizure with anomia	None
Impaired growth hormone secretory responses after growth hormone-releasing hormone challenge	None
Decreased growth hormone responses to growth hormone-releasing hormone challenge	None
Abnormal glutamine family amino acid levels in cerebrospinal fluid	None
Abnormal CSF glutamine family amino acid concentration	None
Abnormal reflex	None
Intracranial haemorrhage	None
Intracranial hemorrhage	None
Bleeding within the skull	None
Hypocalcemic seizures	None
Seizures due to hypocalcemia	None
Low calcium seizures	None
Chronic hepatic encephalopathy	None
Aplasia/Hypoplasia involving the corticospinal tracts	None
Pseudobulbar symptoms	None
Pseudobulbar signs	None
Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia	None
Septo-optic dysplasia	None
De Morsier syndrome	None
Herpes simplex encephalitis	None
Herpes encephalitis	None
Focal motor status epilepticus	None
EMG: myokymic discharges	None
Unilateral vocal cord paralysis	None
Unilateral paralysis of the vocal cord	None
Intraventricular arachnoid cyst	None
Thick tectum	None
Enlarged tectum	None
Neuroma	None
Nerve tumor	None
Pinched nerve	None
Nerve tumour	None
Agoraphobia	None
Fear of open spaces	None
Dysfunction of lateral corticospinal tracts	None
Delayed ability to sit	None
Alexithymia	None
Unaware of others' emotions	None
Strokelike episodes	None
Stroke-like episodes	None
Stroke-like episode	None
Middle cerebral artery stenosis	None
Expressive aphasia	None
Broca's aphasia	None
Non-fluent aphasia	None
Loss of expressive speech	None
Motor aphasia	None
Onychotillomania	None
Developmental stagnation	None
Developmental arrest	None
Insomnia	None
Difficulty staying or falling asleep	None
Fragmented sleep	None
EEG with spike-wave complexes (2.5-3.5 Hz)	None
Progressive cognitive decline	None
Cognitive decline	None
Mental deterioration	None
Intellectual deterioration	None
Cognitive decline, progressive	None
Pica	None
Focal aware sensory seizure	None
Oppositional defiant disorder	None
Syntelencephaly	None
Abnormal CSF carboxylic acid concentration	None
Neurohypophyseal diabetes insipidus	None
Central diabetes insipidus	None
Abnormal brain FDG positron emission tomography	None
Abnormal brain FDG PET scan	None
Decreased circulating level of specific antibody	None
Abnormal specific antibody response	None
Decreased specific antibody in blood	None
Specific antibody deficiency	None
Post-vaccination rubella	None
Chronic absent circulating total IgG	None
Chronic (near) absent total IgG in blood	None
Anti-Purkinje cell cytoplasmic type-2 antibody	None
Anti-microtubule-associated protein 1B antibody	None
Anti-MAP1B antibody	None
Chronic neutropenia	None
Anti-Ha antibody positivity	None
Anti-tyrosyl-tRNA synthetase antibody positivity	None
Sepsis	None
Infection in blood stream	None
Increased proportion of effector memory CD8-positive, alpha-beta T cells	None
Abnormal proportion of memory B cells	None
Rheumatoid factor positive	None
Chronic partially decreased IgG2 in blood	None
Chronic partially decreased circulating IgG2	None
Dysseborrheic dermatitis	None
Seborrheic dermatitis	None
Seborrheic eczema	None
Seborrhea	None
Severe giardiasis	None
IL-18 high in blood	None
Increased circulating interleukin 18 concentration	None
Anti-BP180 antibody positivity	None
Exanthem	None
Decreased proportion of plasmablasts	None
Recurrent Haemophilus influenzae infections	None
Recurrent H. influenzae infections	None
Onychomycosis	None
Abnormality of neutrophil physiology	None
Defective production of NFKB1-dependent cytokines	None
Sinusitis, recurrent	None
Recurrent sinusitis	None
Recurrent sinus disease	None
Anti-nuclear matrix protein-2 antibody positivity	None
Anti-MJ/NXP-2 antibody positivity	None
Anti-NXP-2 antibody positivity	None
Biphenotypic acute leukemia	None
Biphenotypic acute leukaemia	None
Myeloid/lymphoid leukaemia	None
Acute biphenotypic leukaemia	None
Myeloid/lymphoid leukemia	None
Recurrent infection of the GI tract	None
Recurrent gastrointestinal infections	None
Gastrointestinal infections, recurrent	None
Gastrointestinal infections	None
Recurrent infection of the gastrointestinal tract	None
Abnormal T-cell activation	None
Abnormal T-lymphocyte activation	None
Abnormal T cell activation	None
Abnormal T lymphocyte activation	None
Partial absence of specific antibody response to hepatitis B vaccine	None
Anti-Tr/DNER antibody	None
PCA-Tr	None
Anti-delta/notch-like epidermal growth factor-related receptor antibody	None
Abnormal number of B cells	None
Abnormal numbers of B cells	None
Abnormal B cell count	None
Abnormality of B cell numbers	None
Abnormality of B cell count	None
Anti-H2A antibody positivity	None
Abnormal proportion of naive CD8 T cells	None
Anti-phosphatidyl serine antibody positivity	None
Decreased specific antibody response to protein vaccine	None
Chronic furunculosis	None
Recurrent cutaneous fungal infections	None
Hashimoto's thyroiditis	None
Hashimoto thyroiditis	None
Chronic lymphocytic thyroiditis	None
Pancolitis	None
Chronic candidiasis of mucosa, skin and nails	None
Chronic mucocutaneous candidiasis	None
Mucocutaneous candidiasis	None
Positive direct antiglobulin test	None
Splenogonadal fusion	None
Fungal allergy	None
Fungus allergy	None
Allergy to fungi	None
Immunoglobulin E-mediated fungi allergy	None
Fungi allergy	None
IgE-mediated fungi allergy	None
Abnormal serum immunoglobulin concentration	None
Abnormal immunoglobulin concentration	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin levels	None
Abnormal serum level of immunoglobulin	None
Immunoglobulin abnormality	None
Decreased proportion of effector memory CD8-positive, alpha-beta T cells	None
Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Thymic hypoplasia	None
Hypoplasia of the thymus	None
Small thymus	None
Thymus hypoplasia	None
Mucopurulent discharge from the eye	None
Purulent eye discharge	None
Impaired pathogen-specific CD8 cytoxicity	None
Pathogen-specific CD8 cytoxicity defect	None
Transient decreased circulating total IgG	None
IgG4 autoimmune antibody positivity	None
Non-necrotizing granuloma	None
Fasciitis	None
Inflammation of the fascia	None
Abnormal size of nasopharyngeal adenoids	None
Abnormal natural killer cell morphology	None
Abnormality of natural killer cells	None
Abnormal NK cells	None
Granulocytopenia	None
Sclerosing cholangitis	None
Fibrous cholangitis	None
Chronic (near) absent circulating IgG1	None
Chronic (near) absent IgG1 in blood	None
Abnormal IgG level in blood	None
Abnormal circulating IgG level	None
Increased proportion of memory B cells	None
Abnormality of the immune system	None
Immunological abnormality	None
Absent neutrophil lactoferrin	None
Anti-EJ antibody positivity	None
Anti-glycyl tRNA-synthetase antibody positivity	None
Anti-H2A-H2B antibody positivity	None
Lymphadenitis	None
Inflammation of the lymph nodes	None
Inflammation of the esophagus	None
Inflammation of the oesophagus	None
Esophagitis	None
Oesophagitis	None
Transient myeloproliferative disorder	None
Transient leukemia of Down syndrome	None
TMD	None
Transient myeloproliferative syndrome	None
Transient leukaemia of Down syndrome	None
Decreased proportion of CD8-positive, alpha-beta TEMRA T cells	None
Decreased proportion effector memory CD8-positive, alpha-beta T cells, terminally differentiated	None
Increased circulating IgG3 level	None
Neutrophil migratory defect	None
Impaired neutrophil chemotaxis	None
Anti-U3 RNP antibody positivity	None
Anti-fibrillarin antibody positivity	None
Anti-SEZ6L2 antibody	None
Abnormality of the spleen	None
COVID fingers	None
COVID finger	None
Pseudo-chilblains on fingers	None
Chronic decreased IgM in blood	None
Chronic decreased circulating IgD	None
Chronic leukaemia	None
Chronic blood cancer	None
Chronic leukemia	None
Decreased serum complement factor H	None
Decreased size of nasopharyngeal adenoids	None
Increased lymphocyte apoptosis	None
Superficial perivascular inflammatory infiltrate	None
Superficial dermal perivascular inflammatory infiltrate	None
Increased circulating interleukin 10 concentration	None
Increased serum interleukin 10	None
Abnormal circulating interferon-gamma concentration	None
Abnormal serum interferon-gamma level	None
Immediate-type hypersensitivity drug reaction	None
Viral encephalitis	None
Reduced lymphocyte surface expression of CD43	None
Reduced lymphocyte surface expression of sialophorin	None
Cd43 defectively expressed on surface of blood cells	None
Fulminant hepatitis	None
Increased CD4:CD8 ratio	None
Monoclonal elevation of IgG kappa chain	None
Inflammation of spinal cord	None
Myelitis	None
Increased inflammatory response	None
Recurrent deep organ abscess formation	None
Anti-H4 antibody positivity	None
Enterocolitis	None
Fungal meningitis	None
Decreased serum complement C7	None
Immunoglobulin IgG2 deficiency	None
Reduced IgG2 levels	None
Decreased circulating IgG2 level	None
Decreased IgG2 level in blood	None
Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	None
Multiple respiratory infections	None
