Lower lip pit	HP:0000196
scalp rugae	HP:0010541
scalp fold	HP:0010541
cutis gyrata of scalp	HP:0010541
thickened folds on top of scalp	HP:0010541
scalp folds	HP:0010541
thickening of the scalp	HP:0010541
furrow in thickened skin on top of scalp	HP:0010541
scalp ruga	HP:0010541
Lennox-Gastat syndrome	HP:0010541
scalp furrow	HP:0010541
cutis verticis gyrata	HP:0010541
thicken fold on top of scalp	HP:0010541
scalp furrows	HP:0010541
clumping of elastic fibers in the dermis	HP:0025165
clumping of elastic fiber in the dermis	HP:0025165
clumping of elastic fibres in the dermis	HP:0025165
clumping of elastic fibre in the dermis	HP:0025165
blister of mouth	HP:0200097
Oral mucosal blistering	HP:0200097
blisters of mouth	HP:0200097
ORAL MUCOSA BLISTERS	HP:0200097
blebs of oral mucosa	HP:0200097
oral blistering	HP:0200097
oral mucosal blister	HP:0200097
bulla of oral mucosa	HP:0200097
oral mucosa blisters	HP:0200097
oral mucosal blisters	HP:0200097
Oral mucosa blister	HP:0200097
oral mucosa blister	HP:0200097
bullae of oral mucosa	HP:0200097
bleb of oral mucosa	HP:0200097
Oral mucosa blistering	HP:0200097
Rash morbilliform	HP:0012282
morbilliform rash	HP:0012282
Measles-like rash	HP:0012282
Measly rash	HP:0012282
[D]Morbilliform rash (context-dependent category)	HP:0012282
[D]Morbilliform rash	HP:0012282
Rash measly	HP:0012282
Morbilliform eruption (situation)	HP:0012282
[D]Morbilliform rash (situation)	HP:0012282
Morbilliform eruption	HP:0012282
[X]Vasculitis limited to skin, unspecified (disorder)	HP:0200029
cutaneous vasculitis	HP:0200029
Skin vasculitis NOS	HP:0200029
Cutaneous Vasculitis	HP:0200029
[X]Vasculitis limited to skin, unspecified	HP:0200029
vasculitis in the skin	HP:0200029
indurate skin	HP:0030053
indurated skin	HP:0030053
stiff skin	HP:0030053
detachment of outermost fingernails	HP:0008400
onycholysis of distal fingernail	HP:0008400
onycholysis of distal fingernails	HP:0008400
detachment of outermost fingernail	HP:0008400
livedo reticularis	HP:0033505
long low eyelash	HP:0040053
ciliary trichomegaly of lower eyelashes	HP:0040053
increased length of low eyelash	HP:0040053
increased length of lower eyelashes	HP:0040053
long lower eyelashes	HP:0040053
ciliary trichomegaly of low eyelash	HP:0040053
wrinkled palms and soles	HP:0007517
excessive wrinkled skin of palms and soles	HP:0007517
furrow palm and sol	HP:0007517
furrowed palms and soles	HP:0007517
wrinkle palm and sol	HP:0007517
increased wrinkles of palms and soles	HP:0007517
excessive wrinkle skin of palm and sol	HP:0007517
wrinkled skin of hands and feet	HP:0007517
Excessive wrinkled skin (palms and soles)	HP:0007517
palmoplantar cutis laxa	HP:0007517
wrinkled skin of hand and foot	HP:0007517
increased wrinkle of palm and sol	HP:0007517
hyperpigmented nevus and streak	HP:0005606
hyperpigmented nevi and streak	HP:0005606
cutaneous necrosis	HP:0033126
skin necrosis	HP:0033126
progressive reticulate hyperpigmentation	HP:0007456
age leonine appearance	HP:0008509
aged leonine appearance	HP:0008509
flaky paint dermatosis	HP:0032178
flaky paint skin appearance	HP:0032178
hereditary leiomyomatosis and renal cell cancer syndrome	HP:0007437
multiple cutaneous leiomyomas	HP:0007437
Hereditary leiomyomatosis & RCC-associated renal cell carcinoma	HP:0007437
LEIOMYOMA, MULTIPLE CUTANEOUS	HP:0007437
Hereditary leiomyomatosis renal cell carcinoma	HP:0007437
Hereditary Leiomyomatosis and Renal Cell Cancer	HP:0007437
Hereditary Leiomyomatosis and Renal Cell Carcinoma	HP:0007437
FH Deficiency Syndrome/Hereditary Leiomyomatosis and Renal Cell Cancer	HP:0007437
LRCC	HP:0007437
HLRCC	HP:0007437
Hereditary Leiomyomatosis and Renal Cell Carcinoma Syndrome	HP:0007437
LEIOMYOMATOSIS AND RENAL CELL CANCER, HEREDITARY	HP:0007437
Leiomyomatosis and renal cell cancer, hereditary	HP:0007437
MULTIPLE CUTANEOUS AND UTERINE LEIOMYOMATA 1, WITH OR WITHOUT RENAL CELL CARCINOMA	HP:0007437
Reed's syndrome	HP:0007437
Hereditary leiomyomatosis and renal cell cancer	HP:0007437
HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER	HP:0007437
multiple cutaneous leiomyoma	HP:0007437
diffuse telangiectases	HP:0007489
diffuse telangiectasia	HP:0007489
telangiectases , random body distribution	HP:0007489
Carcinoma, Basal Cell [Disease/Finding]	HP:0002671
Basal Cell Carcinoma of the Skin	HP:0002671
Basal Cell Epitheliomas	HP:0002671
Basal Cell Carcinoma of Skin	HP:0002671
RODENT ULCER	HP:0002671
Carcinoma, Basal Cell	HP:0002671
basal cell epithelioma	HP:0002671
Basal Cell Cancer <1>	HP:0002671
BASAL CELL CARCINOMA OF SKIN	HP:0002671
Basiloma	HP:0002671
malignant neoplasm carcinoma basal cell	HP:0002671
basal cell cancer	HP:0002671
Carcinomas, Basal Cell	HP:0002671
CARCINOMA, BASAL CELL, MALIGNANT	HP:0002671
rodent ulcer	HP:0002671
Epithelioma, Basal Cell	HP:0002671
skin cancer, basal cell	HP:0002671
[M]Basal cell carcinoma NOS	HP:0002671
[M]Basal cell carcinoma NOS (morphologic abnormality)	HP:0002671
Basal Cell Carcinoma	HP:0002671
carcinoma of the skin, basal cell	HP:0002671
basal cell carcinomas	HP:0002671
Skin Basal Cell Cancer	HP:0002671
Rodent Ulcers	HP:0002671
Carcinoma basal cell	HP:0002671
basal cell carcinoma of the skin	HP:0002671
BASAL CELL CARCINOMA	HP:0002671
BASILOMA	HP:0002671
Ulcer, rodent	HP:0002671
basalioma	HP:0002671
Rodent Ulcer	HP:0002671
Basal Cell Cancer	HP:0002671
BASAL CELL CANCER	HP:0002671
Basal Cell Skin Carcinoma	HP:0002671
Epithelioma basal cell	HP:0002671
Rodent ulcer	HP:0002671
malignant neoplasm carcinoma basal cell (diagnosis)	HP:0002671
basal cell nevus	HP:0002671
Ulcer, Rodent	HP:0002671
BASAL CELL CARCINOMA OF THE SKIN	HP:0002671
basal cell carcinoma	HP:0002671
Epitheliomas, Basal Cell	HP:0002671
BASAL CELL SKIN CARCINOMA	HP:0002671
BCC	HP:0002671
Ulcers, Rodent	HP:0002671
carcinoma, basal cell, skin	HP:0002671
Basal Cell Epithelioma	HP:0002671
Rodent ulcer <1>	HP:0002671
Basal Cell Carcinomas	HP:0002671
cancer of the skin, basal cell	HP:0002671
BASAL CELL EPITHELIOMA	HP:0002671
atypical scarring of skin	HP:0000987
atypical scarring	HP:0000987
eczematoid dermatitis	HP:0000976
Unclassifiable eczema	HP:0000976
Eczema (disorder)	HP:0000976
eczema	HP:0000976
Atopic Dermatitis	HP:0000976
Eczematous rash	HP:0000976
Dermatitis	HP:0000976
Eczema: [discoid] or [NOS]	HP:0000976
Dermatitides, Eczematous	HP:0000976
Unclassifiable eczema (disorder)	HP:0000976
eczema NOS	HP:0000976
Eczema NOS	HP:0000976
Eczema	HP:0000976
Eczema NOS (disorder)	HP:0000976
Eczemas	HP:0000976
Eczema: [discoid] or [NOS] (disorder)	HP:0000976
Eczematous Dermatitides	HP:0000976
Dermatitis eczematoid	HP:0000976
Eczematous dermatitis	HP:0000976
Dermatitis, Eczematous	HP:0000976
Eczema [Disease/Finding]	HP:0000976
Eczematous Dermatitis	HP:0000976
hypergranulosis	HP:0025114
Eruptive xanthoma	HP:0001013
eruptive xanthoma	HP:0001013
eruptive xanthomas	HP:0001013
achromasia	HP:0001022
Albinism [Disease/Finding]	HP:0001022
Albinism ICD10CM:E70.3	HP:0001022
Albinismus	HP:0001022
albinism	HP:0001022
Albino	HP:0001022
abnormality of the frontal hairline	HP:0000599
abnormality of hairline at front of head	HP:0000599
generalize hypopigmentation of hair	HP:0011358
generalised hypopigmentation of hair	HP:0011358
generalized hypopigmentation of hair	HP:0011358
sebaceous hyperplasia	HP:0032227
abnormality of the posterior hairline	HP:0030141
abnormality of hairline at back of head	HP:0030141
angioectasia of nasal mucous membrane	HP:0000434
spider vein of nasal mucous membrane	HP:0000434
angioectasia of mucosa of nose	HP:0000434
spider veins of mucosa of nose	HP:0000434
telangiectasia of nasal mucous membrane	HP:0000434
nasal mucosa telangiectasia	HP:0000434
spider veins of mucous membrane of nose	HP:0000434
telangiectasia of mucosa of nose	HP:0000434
nasal mucous membrane telangiectasia	HP:0000434
spider veins of nasal mucous membrane	HP:0000434
spider vein of mucosa of nose	HP:0000434
spider vein of mucous membrane of nose	HP:0000434
angioectasia of mucous membrane of nose	HP:0000434
telangiectasia of mucous membrane of nose	HP:0000434
large cafe - au - lait macule with irregular margin	HP:0005605
large cafe - au - lait macules with irregular margins	HP:0005605
periarticular subcutaneous nodules	HP:0007470
periarticular subcutaneous nodule	HP:0007470
thin eyebrow	HP:0045074
thin eyebrows	HP:0045074
abnormal plantar dermatoglyphic	HP:0010506
abnormal plantar dermatoglyphics	HP:0010506
abnormal dermatoglyphic on foot	HP:0010506
abnormal print on foot	HP:0010506
abnormal prints on feet	HP:0010506
abnormal dermatoglyphics on feet	HP:0010506
obsolete acral ulceration and osteomyelitis lead to autoamputation of digit	HP:0006121
acral ulceration	HP:0006121
obsolete acral ulceration and osteomyelitis leading to autoamputation of digits	HP:0006121
obsolete acral ulceration and osteomyelitis lead to autoamputation of the digit ( foot )	HP:0006121
Acral ulceration leading to autoamputation of digits	HP:0006121
obsolete acral ulceration and osteomyelitis leading to autoamputation of the digits ( feet )	HP:0006121
Unclassifiable eczema	HP:0000964
Eczema (disorder)	HP:0000964
eczema	HP:0000964
Atopic Dermatitis	HP:0000964
Eczematous rash	HP:0000964
Dermatitis	HP:0000964
Eczema: [discoid] or [NOS]	HP:0000964
Dermatitides, Eczematous	HP:0000964
Unclassifiable eczema (disorder)	HP:0000964
eczema NOS	HP:0000964
Eczema NOS	HP:0000964
Eczema NOS (disorder)	HP:0000964
Eczemas	HP:0000964
Eczema: [discoid] or [NOS] (disorder)	HP:0000964
Eczematous Dermatitides	HP:0000964
Dermatitis eczematoid	HP:0000964
Eczematous dermatitis	HP:0000964
Dermatitis, Eczematous	HP:0000964
Eczema [Disease/Finding]	HP:0000964
Eczematous Dermatitis	HP:0000964
abnormal location of eyebrow	HP:0040296
abnormal location of eyebrows	HP:0040296
abnormally placed eyebrows	HP:0040296
abnormally place eyebrow	HP:0040296
abnormal location of the eyebrow	HP:0040296
Ichthyosis [Disease/Finding]	HP:0008064
ichthyotic skin	HP:0008064
hypertrophic ichthyosis	HP:0008064
Ichthyoses	HP:0008064
Skin change ichthyosiform	HP:0008064
ichthyosiform abnormality of the skin	HP:0008064
ichthyosis	HP:0008064
Ichthyosis <2>	HP:0008064
Fish scale disease <2>	HP:0008064
Ichthyosis.	HP:0008064
Papilloma of the Choroid Plexus	HP:0200022
Papilloma, Choroid Plexus	HP:0200022
Papilloma of Choroid Plexus	HP:0200022
Choroid plexus papilloma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)	HP:0200022
PAPILLOMA, CHOROID PLEXUS, BENIGN	HP:0200022
Papillomas, Choroid Plexus	HP:0200022
[M]Choroid plexus papilloma NOS	HP:0200022
Choroid Plexus Papilloma	HP:0200022
Choroid Plexus Papillomas	HP:0200022
Choroid plexus papilloma, no ICD-O subtype (morphologic abnormality)	HP:0200022
Choroid plexus papilloma, no International Classification of Diseases for Oncology subtype	HP:0200022
PAPILLOMA OF THE CHOROID PLEXUS	HP:0200022
Choroid plexus papilloma, NOS	HP:0200022
CHOROID PLEXUS PAPILLOMA	HP:0200022
PAPILLOMA OF CHOROID PLEXUS	HP:0200022
Choroid plexus papilloma (morphologic abnormality)	HP:0200022
Papilloma, Choroid Plexus [Disease/Finding]	HP:0200022
[M]Choroid plexus papilloma NOS (morphologic abnormality)	HP:0200022
choroid plexus papilloma	HP:0200022
Choroid plexus papilloma, no ICD-O subtype	HP:0200022
indurate nodule	HP:0032217
indurated nodule	HP:0032217
juxtafoveal telangiectasia	HP:0030503
parafoveal telangiectasia	HP:0030503
macular telangiectasia	HP:0030503
multiple pigment nevus	HP:0001054
numerous nevus	HP:0001054
numerous nevi	HP:0001054
numerous moles	HP:0001054
numerous mole	HP:0001054
multiple pigmented nevi	HP:0001054
Oculocutaneous melanocytic naevus	HP:0009920
Naevus fusoceruleus ophthalmomaxillasis	HP:0009920
Nevus, Ota's	HP:0009920
Oculodermal melanocytosis (disorder)	HP:0009920
Nevus of Ota (disorder)	HP:0009920
Ota's nevus	HP:0009920
Oculodermal Melanocytosis	HP:0009920
Nevus fusoceruleus ophthalmomaxillasis	HP:0009920
Nevus fuscocerulophthalmomaxillaris	HP:0009920
congenital melanosis bulbi	HP:0009920
oculodermal melanocytosis	HP:0009920
nevus fuscoceruleus ophthalmomaxillaris	HP:0009920
Oculocutaneous melanocytic nevus	HP:0009920
Primary acquired melanosis of conjunctiva	HP:0009920
Congenital oculodermal melanocytosis	HP:0009920
Nevus of Ota [Disease/Finding]	HP:0009920
Ota Nevus	HP:0009920
Otas Nevus	HP:0009920
naevus fuscoceruleus ophthalmomaxillaris	HP:0009920
nevus of ota	HP:0009920
Oculocutaneous Melanocytic Nevus	HP:0009920
Ota's naevus	HP:0009920
Naevus of Ota	HP:0009920
Ota's Nevus	HP:0009920
Naevus fuscocerulophthalmomaxillaris	HP:0009920
Lack of colour	HP:0000980
unusual change in color of skin to white (pallor) (symptom)	HP:0000980
[D]Pallor (situation)	HP:0000980
Lack of color	HP:0000980
[D]Pallor	HP:0000980
PALLOR	HP:0000980
pallor	HP:0000980
Pale complexion	HP:0000980
Pale complexion (finding)	HP:0000980
Pale - symptom	HP:0000980
Pallor [Disease/Finding]	HP:0000980
Loss of color <1>	HP:0000980
Loss of colour <1>	HP:0000980
[D]Pallor (context-dependent category)	HP:0000980
Lack of colour <1>	HP:0000980
[D]Pale	HP:0000980
paleness	HP:0000980
Pale	HP:0000980
Pallor (finding)	HP:0000980
skin paleness	HP:0000980
Loss of color	HP:0000980
unusual change in color of skin to white (pallor)	HP:0000980
PALE	HP:0000980
Lack of color <1>	HP:0000980
Pale <2>	HP:0000980
Pallors	HP:0000980
Pale - symptom (finding)	HP:0000980
aplasia cutis congenita on trunk or limb	HP:0007589
aplasia cutis congenita on trunk or limbs	HP:0007589
congenital curved nail of fourth toe	HP:0008393
congenital curve nail of fourth toe	HP:0008393
naevus flammeus of the eyelid	HP:0010733
port - wine stain on eyelid	HP:0010733
facial wrinkling	HP:0009762
pili canaliculus	HP:0002235
pili canaliculi	HP:0002235
multiple cutaneous malignancies	HP:0007606
multiple cutaneous malignancy	HP:0007606
thin toenail	HP:0012746
THIN TOENAILS	HP:0012746
obsolete thin toenail	HP:0012746
thin toenails	HP:0012746
central cyanosis	HP:0034032
subcutaneous calcification	HP:0007618
Subcutaneous calcification (disorder)	HP:0007618
skin calcification	HP:0007618
prematurely aged face	HP:0005328
prematurely age facial appearance	HP:0005328
prematurely age face	HP:0005328
premature age appearance	HP:0005328
prematurely aged facial appearance	HP:0005328
aged facial appearance	HP:0005328
wizened face	HP:0005328
premature aged appearance	HP:0005328
age facial appearance	HP:0005328
progeroid facial appearance	HP:0005328
pustules	HP:0200039
pustula	HP:0200039
pustule	HP:0200039
Pimples	HP:0200039
pimple	HP:0200039
pustular lesion	HP:0200039
pimples	HP:0200039
Pustular Lesion	HP:0200039
PUSTULE	HP:0200039
skin pustules	HP:0200039
skin pustule	HP:0200039
slow rate of hair growth	HP:0002217
slow grow hair	HP:0002217
slow growing hair	HP:0002217
slow - growing hair	HP:0002217
slow speed of hair growth	HP:0002217
slow - grow hair	HP:0002217
diffuse slow skin atrophy	HP:0007504
flatten rete peg	HP:0025117
flattened rete pegs	HP:0025117
rete ridge flattening	HP:0025117
flatten rete ridge	HP:0025117
flattened rete ridges	HP:0025117
progressive systemic scleroderma	HP:0100324
pseudoscleroderma	HP:0100324
scleroderma <2>	HP:0100324
scleroderma	HP:0100324
Scleroderma, Localized	HP:0100324
SCLERODERMA	HP:0100324
Scleroderma (disorder)	HP:0100324
Dermatosclerosis	HP:0100324
Scleroderma NOS (disorder)	HP:0100324
Scleroderma NOS	HP:0100324
Acne erythematosa	HP:0001041
blushed cheeks	HP:0001041
Face goes red <2>	HP:0001041
red face	HP:0001041
Acne roscea	HP:0001041
ruddy face	HP:0001041
Acne Rosacea	HP:0001041
Acne, erythematosa	HP:0001041
blushing	HP:0001041
facial erythema	HP:0001041
Rosacea NOS (disorder)	HP:0001041
Rosacea [Disease/Finding]	HP:0001041
Acne rosacea (disorder)	HP:0001041
Rosacea NOS	HP:0001041
ROSACEA	HP:0001041
rosacea	HP:0001041
Erythema facial	HP:0001041
flushe	HP:0001041
Acne rosacea	HP:0001041
Acne, rosacea	HP:0001041
Rosacea (disorder)	HP:0001041
blush cheek	HP:0001041
red in the face	HP:0001041
Cutis marmorata (disorder)	HP:0000965
cutis marmorata	HP:0000965
Cutis Marmorata	HP:0000965
Livedo reticularis	HP:0000965
harlequin phenomenon	HP:0025531
hirsute forehead	HP:0011335
hairy forehead	HP:0011335
frontal hirsutism	HP:0011335
Urticaria [Disease/Finding]	HP:0001025
Urticaria NOS	HP:0001025
urticaria	HP:0001025
Rash urticarial	HP:0001025
Urticarias	HP:0001025
URTICARIA NOS	HP:0001025
(Urticaria NOS) or (hives) (disorder)	HP:0001025
hives	HP:0001025
Urticaria, unspecified	HP:0001025
Nettle rash	HP:0001025
Hives NOS	HP:0001025
Urticated rash	HP:0001025
URTICARIA	HP:0001025
Urticarial rash	HP:0001025
Unspecified urticaria	HP:0001025
Hive	HP:0001025
welting	HP:0001025
Urticaria NOS (disorder)	HP:0001025
(Urticaria NOS) or (hives)	HP:0001025
welted	HP:0001025
Urticaria ICD10CM:L50 ICD9CM:708	HP:0001025
Urticaria (disorder)	HP:0001025
hive	HP:0001025
Urtication	HP:0001025
HIVES	HP:0001025
absent pigmentation of the ventral chest	HP:0007542
yellow subcutaneous tissue cover by thin , scaly skin	HP:0007525
yellow subcutaneous tissue covered by thin , scaly skin	HP:0007525
aplasia / hypoplasia of the sweat gland	HP:0011135
absent / underdeveloped sweat glands	HP:0011135
absent / small sweat glands	HP:0011135
absent / small sweat gland	HP:0011135
absent / underdevelop sweat gland	HP:0011135
aplasia / hypoplasia of the sweat glands	HP:0011135
acromial dimple	HP:0010782
bi - acromial dimples	HP:0010782
shoulder dimples	HP:0010782
bi - acromial dimple	HP:0010782
shoulder dimple	HP:0010782
Erythema, nodosum	HP:0012219
ERYTHEMA NODOSUM	HP:0012219
Erythema Nodosum [Disease/Finding]	HP:0012219
erythema nodosum	HP:0012219
Nodosum - erythema	HP:0012219
Erythema Nodosum	HP:0012219
increased hair density	HP:0100874
increase follicular density	HP:0100874
increase hair density	HP:0100874
thick hair	HP:0100874
increased follicular density	HP:0100874
pyoderma gangrenosum	HP:0025452
skin dimple over apex of long bone angulation	HP:0001024
abnormal epidermis stratum granulosum morphology	HP:0033806
unusual dermatoglyphic	HP:0007560
unusual dermatoglyphics	HP:0007560
localized area of pendulous skin	HP:0025182
localised area of pendulous skin	HP:0025182
Neonatal jaundice (finding)	HP:0006579
Jaundice, Neonatal [Disease/Finding]	HP:0006579
neonatal jaundice	HP:0006579
Icterus neonatorum, unspecified	HP:0006579
Neonatal jaundice (disorder)	HP:0006579
Jaundice in baby	HP:0006579
prolonged yellowing of skin in newborn	HP:0006579
Jaundice, newborn	HP:0006579
prolonged neonatal jaundice	HP:0006579
Jaundice neonatal	HP:0006579
Jaundice, infant	HP:0006579
Jaundice, Neonatal	HP:0006579
Jaundice of newborn	HP:0006579
jaundice , neonatal	HP:0006579
JAUNDICE, NEONATAL	HP:0006579
Neonatal Jaundice	HP:0006579
Icterus neonatorum, unspecified (disorder)	HP:0006579
Icterus neonatorum	HP:0006579
Onychogryphosis (disorder)	HP:0001805
onychogryposis	HP:0001805
onychogryposis (physical finding)	HP:0001805
onychogryposis was noted	HP:0001805
thicken nail	HP:0001805
nails onychogryposis	HP:0001805
onychogryphosis	HP:0001805
dystrophic thickened nails	HP:0001805
Onychogryphosis	HP:0001805
dystrophic thicken nail	HP:0001805
thickened nails	HP:0001805
thick nail	HP:0001805
absent fifth toenail	HP:0200105
miss fifth toenail	HP:0200105
missing fifth toenail	HP:0200105
STRAIGHT EYEBROWS	HP:0011228
lack of eyebrow arch	HP:0011228
flat eyebrow	HP:0011228
horizontal eyebrow	HP:0011228
lack of eyebrow curvature	HP:0011228
straight eyebrow	HP:0011228
straight eyebrows	HP:0011228
hair sulfur content reduce	HP:0034425
hair sulfur content reduced	HP:0034425
reduce hair sulfur content	HP:0034425
reduced hair sulfur content	HP:0034425
hypoplastic toenail	HP:0001800
underdeveloped toenails	HP:0001800
underdeveloped toenail	HP:0001800
hypoplastic toenails	HP:0001800
whitehead	HP:0025250
close comedo	HP:0025250
closed comedo	HP:0025250
abnormality of subcutaneous fat tissue	HP:0001001
abnormality of fatty tissue below the skin	HP:0001001
boil	HP:0020083
furuncle	HP:0020083
poikiloderma	HP:0001029
popliteal pterygium	HP:0009756
excess skin in infancy	HP:0007595
redundant skin in infancy	HP:0007595
trichilemmal cyst	HP:0025246
pilar cyst	HP:0025246
annular cutaneous lesion	HP:0025528
partial absence of upper eyelashes	HP:0040050
partial absence of upper eyelash	HP:0040050
sparse upper eyelash	HP:0040050
hypotrichosis of upper eyelashes	HP:0040050
hypotrichosis of upper eyelash	HP:0040050
sparse upper eyelashes	HP:0040050
defect of scalp	HP:0007385
scalp aplasia cutis congenita	HP:0007385
focal absence of scalp tissue	HP:0007385
aplasia cutis congenita (ACC)	HP:0007385
aplasia cutis congenita of scalp	HP:0007385
scalp defect	HP:0007385
solitary scalp defect	HP:0007385
sydney crease	HP:0011311
ingrown nail	HP:0012710
Nails, Ingrown [Disease/Finding]	HP:0012710
OC - Onychocryptosis	HP:0012710
INGROWING NAIL	HP:0012710
Nail, Ingrown	HP:0012710
Ingrowing toenail	HP:0012710
Ingrowing toenail (disorder)	HP:0012710
Ingrowing nail NOS (disorder)	HP:0012710
Ingrown toenail	HP:0012710
Embedded toenail	HP:0012710
Ingrown, toenail(s)	HP:0012710
ingrowning toenails	HP:0012710
Unguis aduncus	HP:0012710
Ingrowing nails	HP:0012710
Ingrowing nail (disorder)	HP:0012710
IGTN - Ingrowing toenail	HP:0012710
Ingrown Nail	HP:0012710
Ingrowing nail	HP:0012710
Ingrown, toenails	HP:0012710
Onyxis	HP:0012710
Unguis incarnatus	HP:0012710
Ingrowing nail NOS	HP:0012710
Unguis incarnatus <1>	HP:0012710
Onychocryptosis	HP:0012710
Ingrown;toenails	HP:0012710
Ingrowing toe nail	HP:0012710
ingrowning nail toe	HP:0012710
Nails, Ingrown	HP:0012710
Unguis incarnatus <2>	HP:0012710
Ingrown toenail (disorder)	HP:0012710
Ingrown toe nail	HP:0012710
Ingrown Nails	HP:0012710
Ingrown toenail -RETIRED-	HP:0012710
Frontal balding (male pattern baldness)	HP:0002292
male pattern baldness	HP:0002292
frontal balding	HP:0002292
Alopecia	HP:0002292
fibrofolliculoma	HP:0030436
Fibrofolliculoma (disorder)	HP:0030436
Perifollicular Fibroma	HP:0030436
Trichodiscoma	HP:0030436
fibrofolliculomas	HP:0030436
Perifolliculoma	HP:0030436
Follicular fibroma	HP:0030436
Cafe au lait spots (disorder)	HP:0000957
Cafe Au Lait Spot	HP:0000957
Spot, Cafe-au-Lait	HP:0000957
Cafe au Lait Spots	HP:0000957
Birth mark, unspecified	HP:0000957
birthmark	HP:0000957
flat light - brown mark on skin	HP:0000957
cafe - au - lait macules	HP:0000957
cafe au lait spot	HP:0000957
Cafe au lait spot (disorder)	HP:0000957
Birthmarks	HP:0000957
Birthmark NOS	HP:0000957
spot; cafe au lait	HP:0000957
Cafe-au-lait spots (disorder)	HP:0000957
Birth mark, unspecified (disorder)	HP:0000957
café au lait spots	HP:0000957
Café au lait spots (disorder)	HP:0000957
cafe - au - lait spots	HP:0000957
Cafe au lait spot	HP:0000957
Cafe-au-Lait Spot	HP:0000957
Spots, Cafe-au-Lait	HP:0000957
cafe au laits spots	HP:0000957
cafe - au - lait macule	HP:0000957
cafe-au-lait spots	HP:0000957
Cafe-au-Lait Spots	HP:0000957
cafe au lait spots	HP:0000957
Café au lait spots	HP:0000957
Cafe Au Lait Patch	HP:0000957
cafe - au - lait spot	HP:0000957
cafe-au-lait spots (physical finding)	HP:0000957
cafe au lait; spot	HP:0000957
Birthmark of skin	HP:0000957
CAFE-AU-LAIT SPOTS	HP:0000957
Cafe-au-Lait Spots [Disease/Finding]	HP:0000957
long eyelashes in irregular rows	HP:0007740
long eyelash in irregular row	HP:0007740
redundant skin folds	HP:0001582
redundant skin fold	HP:0001582
redundant skin	HP:0001582
sagging , redundant skin	HP:0001582
loose redundant skin	HP:0001582
lack of skin coloration	HP:0200098
absent skin pigmentation	HP:0200098
Epidermoid Carcinoma of the Oropharynx	HP:0012182
Squamous cell carcinoma of oropharynx	HP:0012182
epidermoid carcinoma, oropharyngeal	HP:0012182
oropharynx squamous cell carcinoma	HP:0012182
Oropharyngeal Throat Squamous Cell Cancer	HP:0012182
Squamous Cell Carcinoma of Oropharynx	HP:0012182
oropharyngeal neoplasm malignant squamous cell carcinoma (diagnosis)	HP:0012182
oropharyngeal neoplasm malignant squamous cell carcinoma	HP:0012182
squamous cell carcinoma, oropharyngeal	HP:0012182
Squamous Cell Carcinoma of the Oropharynx	HP:0012182
Oesophageal Squamous Cell Carcinoma	HP:0012182
squamous cell carcinoma of the oropharynx	HP:0012182
Oropharyngeal Epidermoid Carcinoma	HP:0012182
oropharyngeal squamous cell carcinoma	HP:0012182
Epidermoid Carcinoma of Oropharynx	HP:0012182
Oropharyngeal Squamous Cell Carcinoma	HP:0012182
congenital exfoliative erythroderma	HP:0007381
Hair dryness	HP:0011359
dry hair	HP:0011359
hairy elbow syndrome	HP:0004780
hypertrichosis cubiti	HP:0004780
pilosity of elbow	HP:0004780
hairy elbow	HP:0004780
elbow hypertrichosis	HP:0004780
diffuse skin atrophy	HP:0007488
aplasia cutis congenita of midline scalp vertex	HP:0007536
diffusely thickened skin	HP:0001072
thicken skin	HP:0001072
thickened skin	HP:0001072
thick skin	HP:0001072
diffusely thicken skin	HP:0001072
pachydermia	HP:0001072
flushing	HP:0031284
flush	HP:0031284
hypopigmented upper extremeity skin patches	HP:0007526
patchy loss of skin color on arms	HP:0007526
patchy loss of skin colour on arms	HP:0007526
hypopigmented skin patches on arms	HP:0007526
patchy loss of skin color on arm	HP:0007526
hypopigmented upper extremeity skin patch	HP:0007526
hypopigmented skin patch on arm	HP:0007526
patchy loss of skin colour on arm	HP:0007526
Sparse subcutaneous fat	HP:0003758
Loss of subcutaneous fat	HP:0003758
reduce subcutaneous adipose tissue	HP:0003758
decreased subcutaneous fat	HP:0003758
obsolete decrease subcutaneous fat	HP:0003758
Decreased fat below the skin	HP:0003758
decrease subcutaneous adipose tissue	HP:0003758
obsolete absence of subcutaneous fat over entire body except buttock , hip , and thigh	HP:0003758
reduced subcutaneous fat	HP:0003758
decreased subcutaneous adipose tissue	HP:0003758
reduce fat tissue below the skin	HP:0003758
reduced fat tissue below the skin	HP:0003758
reduce subcutaneous fat	HP:0003758
obsolete absence of subcutaneous fat over entire body except buttocks , hips , and thighs	HP:0003758
decrease subcutaneous fat	HP:0003758
reduced subcutaneous adipose tissue	HP:0003758
Subcutaneous fat loss	HP:0003758
scanty adipose tissue	HP:0003758
obsolete decreased subcutaneous fat	HP:0003758
Little subcutaneous fat	HP:0003758
lip pit at corner of the mouth	HP:0002710
pit at the corner of the lip	HP:0002710
commissural labial pit	HP:0002710
pits at the corners of the lips	HP:0002710
Commissural lip pits (disorder)	HP:0002710
lip pits at corners of the mouth	HP:0002710
Commissural lip pits	HP:0002710
commissural lip pit	HP:0002710
