Abnormality of taste sensation	HP:0000223
Subarachnoid hemorrhage NOS	HP:0002138
SAH (Subarachnoid Hemorrhage)	HP:0002138
Haemorrhage subarachnoid	HP:0002138
Hemorrhage, subarachnoid	HP:0002138
Subarachnoid bleeding	HP:0002138
Subarachnoid hemorrhage (disorder)	HP:0002138
SAHs (Subarachnoid Hemorrhage)	HP:0002138
SUBARACHNOID HEMORRHAGE	HP:0002138
Hemorrhage;subarachnoid	HP:0002138
Haemorrhage, subarachnoid	HP:0002138
Subarachnoid haemorrhage NOS	HP:0002138
Subarachnoid hemorrhage NOS (disorder)	HP:0002138
subarachnoid haemorrhage	HP:0002138
subarachnoid hemorrhage	HP:0002138
Subarachnoid Hemorrhage [Disease/Finding]	HP:0002138
Subarachnoid haemorrhage (disorder)	HP:0002138
abnormality of the seventh cranial nerve	HP:0010827
abnormality of the facial nerve	HP:0010827
focal aware cognitive seizure with auditory agnosia	HP:0032684
Auditory hallucination	HP:0008765
hallucination of sound	HP:0008765
hallucinations of sound	HP:0008765
[D]Hallucinations, auditory (context-dependent category)	HP:0008765
[D]Hallucinations, auditory	HP:0008765
auditory hallucination	HP:0008765
Auditory hallucinations ICD10CM:R44.0	HP:0008765
Auditory Hallucination	HP:0008765
hear sound	HP:0008765
Hallucinations	HP:0008765
Hallucination auditory	HP:0008765
hearing sounds	HP:0008765
Hallucination, Auditory	HP:0008765
Auditory Hallucinations	HP:0008765
Hallucination, auditory	HP:0008765
[D]Hallucinations, auditory (situation)	HP:0008765
Hallucinations, Auditory	HP:0008765
auditory hallucinations	HP:0008765
eeg with generalized polyspikes	HP:0012001
eeg with generalised polyspikes	HP:0012001
focal impair awareness automatism seizure	HP:0032909
focal impaired awareness automatism seizure	HP:0032909
dissociative reaction	HP:0032940
Tetany hypocalcaemic	HP:0003472
Tetany hypocalcemic	HP:0003472
hypocalcemic tetany	HP:0003472
Hypocalcaemic tetany	HP:0003472
mixed demyelinating and axonal polyneuropathy	HP:0007327
CRANIUM BIFIDUM OCCULTUM	HP:0004423
PARIETAL FORAMINA	HP:0004423
CATLIN MARKS	HP:0004423
PARIETAL FORAMINA, SYMMETRIC	HP:0004423
FORAMINA PARIETALIA PERMAGNA	HP:0004423
Parietal Foramina	HP:0004423
PFM	HP:0004423
cranium bifidum occultum	HP:0004423
CRANIUM BIFIDUM, HEREDITARY	HP:0004423
persistent nutritive suckle swallow	HP:0030906
suck reflex	HP:0030906
high homocarnosine levels in cerebrospinal fluid	HP:0500242
increase csf homocarnosine concentration	HP:0500242
high homocarnosine level in cerebrospinal fluid	HP:0500242
increased csf homocarnosine concentration	HP:0500242
focal cognitive seizure with memory impairment	HP:0032687
amnestic aura	HP:0032687
amnestic seizure	HP:0032687
cerebral softening	HP:0040197
Encephalomalacia [Disease/Finding]	HP:0040197
encephalomalacia	HP:0040197
Cerebromalacias	HP:0040197
Encephalomalacias	HP:0040197
Cerebromalacia	HP:0040197
mild expressive language delay	HP:0011346
hypersegmentation of neutrophil nucleus in csf	HP:0410312
hypersegmentation of neutrophil nuclei in csf	HP:0410312
hypersegmentation of neutrophil nuclei in cerebrospinal fluid	HP:0410312
hypersegmentation of neutrophil nucleus in cerebrospinal fluid	HP:0410312
nonprogressive encephalopathy	HP:0007030
eeg with intermittent slow activity	HP:0011205
widen cerebellar subarachnoid space	HP:0012765
widened cerebellar subarachnoid space	HP:0012765
Ischaemic stroke NOS	HP:0002140
Ischemic Stroke	HP:0002140
Ischemic Cerebrovascular Accident	HP:0002140
ISCHEMIC STROKE	HP:0002140
Arterial Ischemic Stroke	HP:0002140
Ischemia Stroke	HP:0002140
ischaemic stroke	HP:0002140
ischemic stroke	HP:0002140
Ischemic stroke NOS	HP:0002140
CSF abnormality NOS	HP:0002921
Nonspecific abnormal findings in cerebrospinal fluid	HP:0002921
CSF abnormal NOS	HP:0002921
[D]Cerebrospinal fluid abnormality (context-dependent category)	HP:0002921
Cerebrospinal fluid abnormal NOS	HP:0002921
abnormal csf finding	HP:0002921
abnormality of the cerebrospinal fluid	HP:0002921
[D]Cerebrospinal fluid abnormality (situation)	HP:0002921
abnormal cerebrospinal fluid morphology	HP:0002921
ABN FND-CEREBROSPINAL FL	HP:0002921
CSF abnormal	HP:0002921
Cerebrospinal fluid abnormal	HP:0002921
abnormal csf findings	HP:0002921
abnormality of the csf	HP:0002921
[D]Cerebrospinal fluid abnormality	HP:0002921
Cerebrospinal fluid abnormality NOS	HP:0002921
Spinal fluid abnorm	HP:0002921
alcoholism	HP:0030955
focal verbal automatism seizure	HP:0032904
pituitary gland atrophy	HP:0410279
atrophic pituitary gland	HP:0410279
atrophic pituitary	HP:0410279
dysmyelinating leukodystrophy	HP:0006978
Abnormality of circle of Willis	HP:0012518
abnormal circle of willis morphology	HP:0012518
abnormality of the cerebral arterial circle	HP:0012518
aphasic status epilepticus	HP:0032849
focal cognitive seizure with anomia	HP:0032701
simultanapraxia	HP:0040201
Acoustic Neurinoma, Bilateral	HP:0009589
Neurofibromatosis 2	HP:0009589
ACOUSTIC NEURINOMA, BILATERAL	HP:0009589
bilateral vestibular schwannoma	HP:0009589
Neuroma, Acoustic, Bilateral	HP:0009589
bilateral acoustic neuromas	HP:0009589
bilateral acoustic neuroma	HP:0009589
Bilateral vestibular Schwannoma	HP:0009589
alien limb phenomenon	HP:0032506
abnormal low cranial nerve function	HP:0410262
low cranial nerve dysfunction	HP:0410262
abnormal lower cranial nerve function	HP:0410262
lower cranial nerve dysfunction	HP:0410262
abnormal septum pellucidum morphology	HP:0007375
abnormality of the septum pellucidum	HP:0007375
type 2 schizencephaly	HP:0025703
abnormality of the third ventricle	HP:0010951
abnormal third ventricle morphology	HP:0010951
focal aware clonic seizure	HP:0032711
focal aware verbal automatism seizure	HP:0032916
mesial temporal sclerosis	HP:0033715
hippocampal sclerosis	HP:0033715
glomus vagale tumour	HP:0002886
Paraganglioma of the Vagal Body	HP:0002886
Vagal nerve tumors (glomus vagale)	HP:0002886
Vagus Nerve Paraganglioma	HP:0002886
vagal nerve tumor	HP:0002886
vagal paraganglioma	HP:0002886
Paraganglioma of the Vagus Nerve	HP:0002886
Vagal Gangliocytic Paraganglioma	HP:0002886
vagal nerve tumours	HP:0002886
Vagal Paraganglioma	HP:0002886
vagal nerve tumour	HP:0002886
Paraganglioma of Vagus Nerve	HP:0002886
glomus vagale paraganglioma	HP:0002886
Gangliocytic Paraganglioma of the Vagus Nerve	HP:0002886
Paraganglioma of Vagal Body	HP:0002886
glomus vagale tumor	HP:0002886
vagal nerve tumors	HP:0002886
Gangliocytic Paraganglioma of Vagus Nerve	HP:0002886
Vagal Body Paraganglioma	HP:0002886
inflexible adherence to routines or rituals	HP:0000732
inflexible adherence to routines or ritual	HP:0000732
recurrent , involuntary and intrusive distressing memory	HP:0032937
recurrent , involuntary and intrusive distressing memories	HP:0032937
neonatal bilateral symmetric tonic seizure	HP:0032828
Hypsarrhythmia <2>	HP:0002521
Hypsarrythmia	HP:0002521
hypsarrhythmia by eeg	HP:0002521
Hypsarrhythmias	HP:0002521
Spasms, Infantile	HP:0002521
hypsarrhythmia	HP:0002521
Hypsarrhythmia <1>	HP:0002521
decrease amplitude of sensory action potential	HP:0007078
decreased amplitude of sensory action potentials	HP:0007078
eeg with periodic abnormalities	HP:0010857
EEG	HP:0010857
eeg with periodic abnormality	HP:0010857
eeg : periodic abnormality	HP:0010857
eeg : periodic abnormalities	HP:0010857
retarded mental development	HP:0001263
delay psychomotor development	HP:0001263
global developmental delay	HP:0001263
delayed milestones	HP:0001263
delayed developmental milestones	HP:0001263
psychomotor delay	HP:0001263
Psychomotor retardation	HP:0001263
delayed psychomotor development	HP:0001263
developmental delay	HP:0001263
developmental delay , global	HP:0001263
delay development	HP:0001263
retarded development	HP:0001263
retard development	HP:0001263
delay developmental milestone	HP:0001263
developmental retardation	HP:0001263
motor and developmental delay	HP:0001263
lack of psychomotor development	HP:0001263
retarded psychomotor development	HP:0001263
delayed cognitive development	HP:0001263
developmental delay in early childhood	HP:0001263
mental and motor retardation	HP:0001263
delay cognitive development	HP:0001263
delay milestone	HP:0001263
delay intellectual development	HP:0001263
cognitive delay	HP:0001263
delayed intellectual development	HP:0001263
psychomotor development deficiency	HP:0001263
delayed development	HP:0001263
motormental retardation	HP:0001263
obsolete psychomotor retardation	HP:0001263
psychomotor development failure	HP:0001263
psychomotor developmental delay	HP:0001263
multiple mucosal neuroma	HP:0031023
multiple mucosal neuromas	HP:0031023
impaired use of nonverbal behaviors	HP:0000758
impaired use of nonverbal behaviours	HP:0000758
impaired use of nonverbal behaviour	HP:0000758
impaired use of nonverbal behavior	HP:0000758
abnormal nonverbal communicative behavior	HP:0000758
eeg with temporal focal spike waves	HP:0012013
eeg with temporal focal spike wave	HP:0012013
hydrancephaly	HP:0002324
Hydranencephalies	HP:0002324
Absence of Cerebral Hemispheres, Congenital	HP:0002324
Cerebral Hemispheres, Absence, Congenital	HP:0002324
hydranencephaly	HP:0002324
Congenital Absence of Cerebral Hemispheres	HP:0002324
Hydranencephaly ICD10CM:Q04.3	HP:0002324
Hydranencephaly [Disease/Finding]	HP:0002324
motor seizure	HP:0020219
spastic paraparetic gait	HP:0031958
abnormal finger chase test	HP:0001310
Dysmetria, Cerebellar	HP:0001310
dysmetria	HP:0001310
Dysmetrias, Cerebellar	HP:0001310
Dysmetrias	HP:0001310
abnormal finger - nose - finger test	HP:0001310
lack of coordination of movement	HP:0001310
Cerebellar Dysmetrias	HP:0001310
Cerebellar Ataxia	HP:0001310
Cerebellar Dysmetria	HP:0001310
decreased cerebrospinal fluid total protein	HP:0025457
decrease cerebrospinal fluid total protein	HP:0025457
hypoproteinorrhachia	HP:0025457
low csf total protein	HP:0025457
decrease csf protein concentration	HP:0025457
decreased csf protein concentration	HP:0025457
decreased csf protein	HP:0025457
decrease csf protein	HP:0025457
focal impaired awareness pedal automatism seizure	HP:0032921
focal impair awareness pedal automatism seizure	HP:0032921
abnormality of the dorsal column of the spinal cord	HP:0011397
EEG	HP:0010845
eeg : generalised slow activity	HP:0010845
eeg with generalized slow activity	HP:0010845
eeg with generalised slow activity	HP:0010845
eeg : generalized slow activity	HP:0010845
abnormality of the bed nucleus of stria terminalis	HP:0030798
brain iron deposition	HP:0012675
iron accumulation in brain	HP:0012675
cerebellar cysts	HP:0002350
cerebellar cyst	HP:0002350
Macroprolactinomas	HP:0012342
Macroprolactinoma (disorder)	HP:0012342
macroprolactinoma	HP:0012342
Prolactinoma	HP:0012342
copper accumulation in brain	HP:0012676
brain copper accumulation	HP:0012676
erratic myoclonus	HP:0025357
fragmentary myoclonus	HP:0025357
electroencephalogram paroxysmal activity spikes generalized	HP:0012000
eeg with generalized spikes	HP:0012000
eeg with generalized spike	HP:0012000
eeg with generalised spike	HP:0012000
electroencephalogram paroxysmal activity spikes generalized (procedure)	HP:0012000
eeg with generalised spikes	HP:0012000
Myelitis NOS	HP:0012486
myelitis	HP:0012486
inflammation of spinal cord	HP:0012486
Myelitides	HP:0012486
Myelopathy, Inflammatory	HP:0012486
Spinal Cord Inflammations	HP:0012486
Myelopathies, Inflammatory	HP:0012486
Inflammation, Spinal Cord	HP:0012486
Inflammations, Spinal Cord	HP:0012486
Inflammatory Myelopathy	HP:0012486
Myelitis [Disease/Finding]	HP:0012486
Inflammatory Myelopathies	HP:0012486
Spinal Cord Inflammation	HP:0012486
peripheral dysmyelination	HP:0003469
psychogenic non - epileptic seizure	HP:0033052
ganglioglioma	HP:0033664
focal impair awareness cognitive seizure with illusion	HP:0032872
focal impaired awareness cognitive seizure with illusion	HP:0032872
pituitary adenoma	HP:0002893
ADENOMA OF THE PITUITARY	HP:0002893
Adenoma of Pituitary	HP:0002893
Adenoma, Pituitary	HP:0002893
Pituitary adenoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)	HP:0002893
ADENOMA OF PITUITARY	HP:0002893
pituitary gland adenoma	HP:0002893
noncancerous tumor in pituitary gland	HP:0002893
PITUITARY ADENOMA	HP:0002893
Pituitary adenoma, no International Classification of Diseases for Oncology subtype	HP:0002893
ADENOMA OF THE PITUITARY GLAND	HP:0002893
Adenoma of the Pituitary Gland	HP:0002893
Pituitary adenoma, no ICD-O subtype (morphologic abnormality)	HP:0002893
Pituitary Adenomas	HP:0002893
Pituitary adenoma - disorder	HP:0002893
ADENOMA, ANTERIOR LOBE PITUITARY GLAND, BENIGN	HP:0002893
ADENOMA OF PITUITARY GLAND	HP:0002893
Adenomas, Pituitary	HP:0002893
adenoma pituitaris	HP:0002893
Pituitary adenoma, NOS	HP:0002893
noncancerous tumour in pituitary gland	HP:0002893
Pituitary adenoma - disorder (disorder)	HP:0002893
Pituitary Gland Adenoma	HP:0002893
Adenoma of the Pituitary	HP:0002893
Pituitary Adenoma	HP:0002893
Adenoma of Pituitary Gland	HP:0002893
Pituitary Neoplasms	HP:0002893
Pituitary adenoma (morphologic abnormality)	HP:0002893
Pituitary adenoma, no ICD-O subtype	HP:0002893
Adenoma - pituitary	HP:0002893
status epilepticus with prominent motor symptoms	HP:0032658
status epilepticus with prominent motor symptom	HP:0032658
abnormal csf serine family amino acid concentration	HP:0500225
abnormal serine - family amino acid levels in cerebrospinal fluid	HP:0500225
abnormal serine - family amino acid level in cerebrospinal fluid	HP:0500225
Septooptic dysplasia	HP:0100842
DE MORSIER SYNDROME	HP:0100842
de Morsier's syndrome	HP:0100842
Morsier Syndrome, De	HP:0100842
Dysplasias, Septooptic	HP:0100842
septo - optic dysplasia	HP:0100842
Septo-optic dysplasia (disorder)	HP:0100842
Septo-Optic Dysplasia [Disease/Finding]	HP:0100842
de morsier syndrome	HP:0100842
Septo-Optic Dysplasia Sequence	HP:0100842
Septo-Optic Dysplasia	HP:0100842
Septo-Optic Dysplasia with Growth Hormone Deficiency	HP:0100842
Syndrome, De Morsier	HP:0100842
Septooptic Dysplasia	HP:0100842
De Morsier Syndrome	HP:0100842
focal motor impaired awareness seizure with paresis / paralysis	HP:0032859
focal impair awareness motor seizure with paresis / paralysis	HP:0032859
focal motor impair awareness seizure with paresis / paralysis	HP:0032859
focal impaired awareness motor seizure with paresis / paralysis	HP:0032859
episodic peripheral neuropathy	HP:0006949
bacterial encephalitis	HP:0034387
heroin addiction	HP:0033517
heroin dependence	HP:0033517
cerebellar vermis aplasia / hypoplasia	HP:0006817
CEREBELLAR VERMIS APLASIA OR HYPOPLASIA	HP:0006817
aplasia / hypoplasia of the cerebellar vermis	HP:0006817
cerebellar vermis aplasia or hypoplasia	HP:0006817
hypo / aplastic vermis	HP:0006817
ABNORMAL NERVE CONDUCTION VELOCITIES	HP:0040129
nerve conduction abnormalities	HP:0040129
abnormal nerve conduction velocities	HP:0040129
nerve conduction abnormality	HP:0040129
abnormal nerve conduction velocity	HP:0040129
abnormal nerve conduction	HP:0040129
abnormal fourth ventricle morphology	HP:0010950
abnormality of the fourth ventricle	HP:0010950
basal ganglia necrosis	HP:0012128
basal ganglion necrosis	HP:0012128
generalize convulsive status epilepticus	HP:0032661
generalized convulsive status epilepticus	HP:0032661
generalise convulsive status epilepticus	HP:0032661
generalised convulsive status epilepticus	HP:0032661
increased neuronal autofluorescent lipopigment	HP:0002074
increase neuronal autofluorescent lipopigment	HP:0002074
neuronal lipopigments	HP:0002074
increased csf lysine concentration	HP:0500208
high lysine levels in cerebrospinal fluid	HP:0500208
high lysine level in cerebrospinal fluid	HP:0500208
increase csf lysine concentration	HP:0500208
focal impaired awareness cognitive seizure with auditory agnosia	HP:0032874
focal impair awareness cognitive seizure with auditory agnosia	HP:0032874
diffuse cerebellar atrophy	HP:0100275
localised seizure with behavioural arrest	HP:0011173
partial hypokinetic seizure	HP:0011173
focal behavior arrest seizure	HP:0011173
hypokinetic seizures	HP:0011173
partial seizure with behaviour arrest	HP:0011173
hypokinetic seizure	HP:0011173
partial seizure with behavior arrest	HP:0011173
focal hypokinetic seizure	HP:0011173
localized seizure with behavioral arrest	HP:0011173
focal behaviour arrest seizure	HP:0011173
increase leukocyte count in csf	HP:0012229
csf pleocytosis	HP:0012229
Leukocytosis	HP:0012229
Pleocytoses	HP:0012229
Pleocytosis	HP:0012229
cerebrospinal fluid pleocytosis	HP:0012229
increased leukocyte count in csf	HP:0012229
focal cortical dysplasia type ia	HP:0032048
curvilinear subcortical heterotopia	HP:0032395
giant heterotopia	HP:0032395
reflex seizure	HP:0020207
small cerebral cortex	HP:0002472
decreased volume of cerebral cortex	HP:0002472
Dandy-Walker Syndrome	HP:0001305
Dandy-Walker Cyst	HP:0001305
DANDY-WALKER MALFORMATION	HP:0001305
Dandy - Walker syndrome	HP:0001305
Syndrome, Familial Dandy-Walker	HP:0001305
Familial Dandy-Walker Syndrome	HP:0001305
dandi walker syndrome	HP:0001305
Dandy Walker Syndrome, Familial	HP:0001305
Dandy-Walker Syndrome [Disease/Finding]	HP:0001305
dandy - walker malformation	HP:0001305
Dandy-Walker syndrome	HP:0001305
(Atresia of foramina of Magendie + Luschka) or (Dandy - Walker syndrome)	HP:0001305
Hydrocephalus, Internal, Dandy-Walker Type	HP:0001305
Dandy-Walker Deformity	HP:0001305
DANDY-WALKER SYNDROME	HP:0001305
Dandy Walker Malformation	HP:0001305
Luschka-Magendie Foramina Atresia	HP:0001305
Dandy-Walker Complex	HP:0001305
Malformation, Dandy-Walker	HP:0001305
dandy - walker anomaly	HP:0001305
Dandy-Walker Malformation	HP:0001305
Dandy-Walker Syndrome, Familial	HP:0001305
Dandy Walker Syndrome	HP:0001305
Atresia of foramina of Magendie and Luschka	HP:0001305
dandy - walker cyst	HP:0001305
Hydrocephalus, Noncommunicating, Dandy-Walker Type	HP:0001305
Hydrocephalus with atresia of foramina of Magendie and Luschka	HP:0001305
Syndrome, Dandy-Walker	HP:0001305
(Atresia of foramina of Magendie + Luschka) or (Dandy - Walker syndrome) (disorder)	HP:0001305
stereotypical hand wring	HP:0012171
stereotypical hand wringing	HP:0012171
abnormal csf glutamine family amino acid concentration	HP:0500195
abnormal glutamine family amino acid levels in cerebrospinal fluid	HP:0500195
abnormal glutamine family amino acid level in cerebrospinal fluid	HP:0500195
posterior fossa cyst	HP:0007291
negativism	HP:0410291
bilateral asymmetric neonatal sequential seizure	HP:0032837
abnormal brain glutamine level by mrs	HP:0034496
abnormal brain glutamine level by mr	HP:0034496
meningeal calcification	HP:0100250
abnormal metabolic brain imaging by mr	HP:0012705
abnormal metabolic brain imaging by mrs	HP:0012705
Spastic Paraplegias	HP:0001258
spastic paraplegia , lower limb	HP:0001258
Spastic Paraplegia	HP:0001258
SPASTIC PARAPLEGIA	HP:0001258
Paraplegia	HP:0001258
Paraplegia, Spastic	HP:0001258
Erb-Charcot syndrome <2>	HP:0001258
Paraplegias, Spastic	HP:0001258
spastic paraplegia	HP:0001258
spastic paraplegia , low limb	HP:0001258
atrophy / degeneration affect the central nervous system	HP:0007367
atrophy / degeneration affecting the cns	HP:0007367
atrophy / degeneration affecting the central nervous system	HP:0007367
atrophy / degeneration affect the cns	HP:0007367
happy demeanour	HP:0040082
happy demeanor	HP:0040082
neurologic deterioration , progressive	HP:0002344
progressive neurodegeneration	HP:0002344
worsen neurological symptom	HP:0002344
worsening neurological symptoms	HP:0002344
neurologic deterioration	HP:0002344
progressive neurologic deterioration	HP:0002344
progressive mental deterioration	HP:0002344
abnormality of the anterior commissure	HP:0030301
irritability	HP:0000737
Irritation	HP:0000737
irritable	HP:0000737
head tremor	HP:0002346
abnormal ornithine levels in cerebrospinal fluid	HP:0500243
abnormal csf ornithine concentration	HP:0500243
abnormal ornithine level in cerebrospinal fluid	HP:0500243
Lissencephaly Type 2	HP:0007260
Cobblestone Dysplasia	HP:0007260
cobblestone lissencephaly	HP:0007260
type 2 lissencephaly	HP:0007260
Cobblestone Lissencephaly	HP:0007260
type ii lissencephaly	HP:0007260
lissencephaly type ii	HP:0007260
Cobblestone Lissencephaly [Disease/Finding]	HP:0007260
recurrent bacterial meningitis	HP:0007274
absent pyramidal tract	HP:0100322
aplasia of the pyramidal tract	HP:0100322
moderate receptive language delay	HP:0011351
porencephalic cyst	HP:0002132
Porencephaly	HP:0002132
cavity within brain	HP:0002132
Arhinencephaly -RETIRED-	HP:0002139
Arhinencephalies	HP:0002139
Arrhinencephaly (disorder)	HP:0002139
Holoprosencephaly	HP:0002139
Arhinencephaly	HP:0002139
arrhinencephaly	HP:0002139
ARHINENCEPHALY	HP:0002139
Arhinencephaly (disorder)	HP:0002139
Paroxysmal Dystonia	HP:0002268
episodic dystonia	HP:0002268
Dystonia, Paroxysmal	HP:0002268
Dystonia	HP:0002268
paroxysmal dystonia	HP:0002268
Hemorrhage cerebellar	HP:0011695
cerebellar haemorrhage	HP:0011695
Hemorrhage of cerebellum	HP:0011695
cerebellar hemorrhage	HP:0011695
Cerebellar bleeding	HP:0011695
Haemorrhage cerebellar	HP:0011695
Hemorrhage, cerebellar	HP:0011695
typical absence status epilepticus	HP:0032863
simple absence status epilepticus	HP:0032863
encephalomeningocele	HP:0006888
meningoencephalocele	HP:0006888
Meningoencephalocele (disorder)	HP:0006888
MENINGOENCEPHALOCELE	HP:0006888
Encephalomeningocele	HP:0006888
Histrionic personality disorder (disorder)	HP:0012077
Histrionic personality disorder NOS	HP:0012077
Hysterical personality NOS	HP:0012077
Hysterical personality disorder	HP:0012077
Histrionic Personality Disorder	HP:0012077
Personality Disorders, Histrionic	HP:0012077
Disorder, Histrionic Personality	HP:0012077
Personalities, Hysterical	HP:0012077
Unspecified histrionic personality disorder	HP:0012077
Histrionic personality disorder NOS (disorder)	HP:0012077
Disorders, Histrionic Personality	HP:0012077
Histrionic personality disorder, unspecified	HP:0012077
Personality, Hysterical	HP:0012077
Hysterical Personality	HP:0012077
Histrionic Personality Disorders	HP:0012077
Unspecified histrionic personality disorder (disorder)	HP:0012077
HISTRIONIC PERSON NOS	HP:0012077
Histrionic Personality Disorder [Disease/Finding]	HP:0012077
Personality Disorder, Histrionic	HP:0012077
Hysterical personality	HP:0012077
Hysterical Personalities	HP:0012077
histrionic personality disorder	HP:0012077
Histrionic personality	HP:0012077
cerebellar dysplasia	HP:0007033
obsolete severely dysplastic cerebellum	HP:0007033
psychotic mentation	HP:0001345
focal aware cognitive seizure with dyscalculia / acalculia	HP:0032690
stroke - like episodes	HP:0002401
strokelike episode	HP:0002401
strokelike episodes	HP:0002401
stroke - like episode	HP:0002401
elevated csf gamma - aminobutyric acid concentration	HP:0032531
elevate csf gamma - aminobutyric acid concentration	HP:0032531
gamma - aminobutyric acid ( gaba ) high in csf	HP:0032531
lacunar stroke	HP:0032325
cns hypermyelination	HP:0012754
Seizures, Complex Partial	HP:0002384
complex focal seizures	HP:0002384
localized seizure with impaired awareness	HP:0002384
partial dyscognitive seizure	HP:0002384
localised dyscognitive seizure	HP:0002384
complex partial seizure	HP:0002384
focal impaired awareness seizure	HP:0002384
localized dyscognitive seizure	HP:0002384
Complex Partial Seizure	HP:0002384
focal dyscognitive seizure	HP:0002384
cps <1>	HP:0002384
partial seizure with loss of awareness	HP:0002384
focal seizure with impairment of awareness	HP:0002384
Partial complex seizure (disorder)	HP:0002384
complex partial seizures	HP:0002384
localize dyscognitive seizure	HP:0002384
Partial seizures, complex	HP:0002384
localise dyscognitive seizure	HP:0002384
focal impaired awareness seizures	HP:0002384
dyscognitive seizures	HP:0002384
localised seizure with loss of awareness	HP:0002384
partial seizure with impairment of awareness	HP:0002384
Partial complex seizure	HP:0002384
focal impair awareness seizure	HP:0002384
localised seizure with impaired awareness	HP:0002384
Psychomotor fit <2>	HP:0002384
focal seizure with loss of awareness	HP:0002384
Psychomotor fit <1>	HP:0002384
dyscognitive seizure	HP:0002384
focal seizure with impairment of consciousness or awareness	HP:0002384
complex focal seizure	HP:0002384
focal seizures with impairment of consciousness or awareness	HP:0002384
localized seizure with loss of awareness	HP:0002384
hypermyelinated retinal nerve fiber	HP:0007922
hypermyelinated retinal nerve fibers	HP:0007922
hypermyelinated retinal nerve fibres	HP:0007922
hypermyelinated retinal nerve fibre	HP:0007922
Hypermyelinated retinal fibers	HP:0007922
obsolete retinal striation	HP:0007922
retinal striation	HP:0007922
labiomental fasciculation	HP:0032507
fasciculation , labiomental	HP:0032507
fasciculations , labiomental	HP:0032507
labiomental fasciculations	HP:0032507
perisylvian hypermetabolism in fdg pet	HP:0025699
perisylvian fdg hypermetabolism	HP:0025699
decreased csf biopterin level	HP:0040209
decrease csf biopterin level	HP:0040209
decrease cerebrospinal fluid biopterin level	HP:0040209
decreased cerebrospinal fluid biopterin level	HP:0040209
Motor Partial Seizure Disorder	HP:0011153
Motor Seizure Disorders	HP:0011153
localized motor seizure	HP:0011153
partial motor seizure	HP:0011153
focal motor seizures	HP:0011153
Seizures, Focal Motor	HP:0011153
localized motor seizures	HP:0011153
Epilepsy, Partial, Motor [Disease/Finding]	HP:0011153
Epilepsy, Focal Motor	HP:0011153
Epilepsy, motor partial	HP:0011153
Seizure Disorder, Motor	HP:0011153
Epilepsy, Motor Partial	HP:0011153
Seizure Disorder, Partial, Motor	HP:0011153
Motor Epilepsy, Focal	HP:0011153
Epilepsy, focal motor NOS	HP:0011153
Epilepsy, Partial, Motor	HP:0011153
SEIZURES, FOCAL MOTOR	HP:0011153
Partial Epilepsy, Motor	HP:0011153
Motor Seizure Disorder	HP:0011153
Partial Seizure Disorder, Motor	HP:0011153
segmental motor seizure	HP:0011153
Focal Motor Seizures	HP:0011153
focal motor seizure	HP:0011153
partial motor seizures	HP:0011153
localise motor seizure	HP:0011153
localised motor seizure	HP:0011153
localised motor seizures	HP:0011153
Seizure Disorders, Motor	HP:0011153
localize motor seizure	HP:0011153
Focal Motor Epilepsy	HP:0011153
FOCAL MOTOR SEIZURES	HP:0011153
periventricular pseudocyst	HP:0025728
abnormal csf metabolite concentration	HP:0025454
obsolete abnormal cerebrospinal fluid metabolite concentration	HP:0025454
abnormal cerebrospinal fluid metabolite concentration	HP:0025454
abnormal csf metabolite level	HP:0025454
compound muscle action potential amplitude facilitation	HP:0025680
cmap facilitation	HP:0025680
abnormal csf amyloid level	HP:0030860
abnormal csf a [ beta ] 42 level	HP:0030860
abnormal csf amyloid concentration	HP:0030860
focal impaired awareness verbal automatism seizure	HP:0032924
focal impair awareness verbal automatism seizure	HP:0032924
progressive leukoencephalopathy	HP:0006980
leukoencephalopathy , progressive	HP:0006980
Skeletal muscle spasm (finding)	HP:0002487
hyperkinetic movements	HP:0002487
muscle spasms were observed	HP:0002487
Hyperkinetic Movements	HP:0002487
[D]Spasms	HP:0002487
Spasms [D]	HP:0002487
Movement, Hyperkinetic	HP:0002487
Spasms NOS	HP:0002487
MUSCLE SPASM(S)	HP:0002487
Hyperkinesis [Disease/Finding]	HP:0002487
hyperkinesia	HP:0002487
hyperkinesis	HP:0002487
Muscular spasm	HP:0002487
Spasm muscle	HP:0002487
Hyperkinetic Movement	HP:0002487
Spasm <2>	HP:0002487
Muscle spasm ICD10CM:M62.83	HP:0002487
SPASM(S), MUSCLE	HP:0002487
[D]Spasms NOS	HP:0002487
Hyperactive behaviour (finding)	HP:0002487
Muscle spasm (disorder)	HP:0002487
Hyperactivity <2>	HP:0002487
Hyperactive	HP:0002487
Spasm(s), Muscle	HP:0002487
Movements, Hyperkinetic	HP:0002487
[D]Spasms NOS (situation)	HP:0002487
Spasm(s), muscle)	HP:0002487
SPASM OF MUSCLE	HP:0002487
Muscular Spasm	HP:0002487
Muscular Spasms	HP:0002487
[D]Spasms NOS (context-dependent category)	HP:0002487
hyperkinetic movement	HP:0002487
Spasm of muscle	HP:0002487
Spasm <1>	HP:0002487
Spasm, muscles	HP:0002487
Spasms, Muscle	HP:0002487
Motor Hyperactivity	HP:0002487
muscle spasms	HP:0002487
Spasm;muscles	HP:0002487
